idx,words,lid
3212,['' 'I' 'can' 'n’t' 'stop' 'Loving' 'You' '..' '.' '' '..' '.' 'Morning' '..' '.' 'with' 'Love' 'from' 'a' 'crazy' 'fan' '..' '.' ''],['lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'other' 'other' 'ne' 'other' 'other' 'lang1' 'other' 'other' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'other' 'other' 'other']
3213,"['India-' 'US' 'closeness' 'is' 'okay' 'but' 'i' 'do' ""n't"" 'want' 'India' 'to' 'lost/unfriend' 'Russia' 'at' 'any' 'cost' 'for' 'the' 'sake' 'of' 'US' '.' 'It' 'was' 'Russia' 'who' 'saved' 'us' 'from' 'US-CHINA-PAKISTAN' 'in' '1971' '.' 'Russia' 'always' 'stand' 'for' 'India' 'in' 'bad' 'time' '.' 'They' 'support' 'us' 'in' 'developing' 'Technology' '&' 'armed' 'weapons' 'etc' 'for' 'the' 'decades' '.' 'US-CHINA-EU' 'are' 'our' 'friend' 'but' 'Russia' 'is' 'our' 'brother' '.' 'Jai' 'Sri' 'Ram']",['ne' 'ne' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'ne' 'lang1' 'lang1' 'ne' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'ne' 'other' 'lang1' 'lang1' 'ne' 'lang1' 'lang1' 'lang1' 'lang1' 'ne' 'lang1' 'other' 'other' 'ne' 'lang1' 'lang1' 'lang1' 'ne' 'lang1' 'lang1' 'lang1' 'other' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'other' 'ne' 'lang1' 'lang1' 'lang1' 'lang1' 'ne' 'lang1' 'lang1' 'lang1' 'other' 'lang2' 'lang2' 'ne']
3214,"['' 'Sorry' 'u' 'watch' 'ndtv' 'Sorry' 'u' 'r' 'reading' 'ur' 'wife' ""'s"" 'book']",['ne' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1']
3215,['Office' 'mein' 'kisi' 'bandy' 'ko' 'favor' 'de' 'do' 'to' 'jaty' 'hoye' 'apna' 'number' 'de' 'jata' 'hai' 'kay' 'koi' 'kaam' 'ho' 'to' 'btana' 'aur' 'baad' 'mein' 'saaly' 'phone' 'hi' 'nai' 'sunty' '.'],['lang1' 'lang2' 'lang2' 'lang2' 'lang2' 'lang1' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang1' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang1' 'lang2' 'lang2' 'lang2' 'other']
3216,['' 'can' 'I' 'have' 'a' 'better' 'plan' 'or' 'I' 'need' 'to' 'port' 'from' 'your' 'services' '?' 'Waiting' 'for' 'ur' 'call' '.'],['other' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'other' 'lang1' 'lang1' 'lang1' 'lang1' 'other']
3217,['mazay' 'he' 'loo' 'gay' 'kuch' 'kaam' 'b' 'karoo' 'gay' 'pm' 'g'],['lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang1' 'lang2']
3218,['Y' 'is' 'Mane' 'off' 'and' 'not' 'Firmino' '??' 'Boggles' 'my' 'mind' 'totally'],['lang1' 'lang1' 'ne' 'lang1' 'lang1' 'lang1' 'ne' 'other' 'lang1' 'lang1' 'lang1' 'lang1']
3219,"['ok' '...' 'but' 'back' 'in' 'the' ""'"" '90s' 'was' 'email' 'so' 'popular' '?']",['lang1' 'other' 'lang1' 'lang1' 'lang1' 'lang1' 'other' 'other' 'lang1' 'lang1' 'lang1' 'lang1' 'other']
3220,"['Dear' 'fellow' 'iitian' ',' 'please' 'contact' 'me' '.' 'That' 'laptop' 'had' 'lots' 'of' 'important' 'stuff' '.' 'I' 'can' 'understand' 'ur' 'problem' 'and' 'even' 'if' 'u' 'are' 'not' ',' 'i' 'am' 'sorry' 'that' 'I' ""didn't"" 'post' 'a' 'reward' 'kind' 'of' 'thing' 'that' 'day' '.' 'My' 'data' 'could' 'have' 'been' 'saved' 'if' 'i' 'had' 'done' 'that' '.' 'I' 'will' 'do' 'no' 'harm' 'to' 'u' '.' 'I' 'will' 'repurchase' 'that' 'laptop' 'from' 'the' 'store' 'u' 'sold' 'it' 'to' '.' 'Now' 'as' 'u' 'have' 'got' 'the' 'goodies' 'u' 'wanted' ',' 'please' 'do' 'this' 'favour' 'to' 'me' '..' 'as' 'a' 'fellow' 'campusite' '..' 'please' '..']",['lang1' 'lang1' 'ne' 'other' 'lang1' 'lang1' 'lang1' 'other' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'other' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'other' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'other' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'other' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'other' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'other' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'other' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'other' 'lang1' 'lang1' 'lang1' 'lang1' 'other' 'lang1' 'other']
3221,"['i' 'can' 'really' 'help' 'u' ',' 'because' 'i' 'have' 'seen' 'that' '.']",['lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'other' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'other']
3222,"['beebomco' ':' 'What' ""'s"" 'up' 'peeps' '!' '']",['lang1' 'other' 'lang1' 'lang1' 'lang1' 'lang1' 'other' 'other']
3223,"['""""""""""""""""""""""""""""""""""""""""""""' '' ':' '' 'Printing' 'of' 'Budget' 'document' 'begins' 'with' ""'"" 'Halwa' ""'"" 'ceremony' '.' ' '""""""""""""""""""""""""""""""""""""""""""""' 'oye' 'balle' '!']",['other' 'other' 'other' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'other' 'lang2' 'other' 'lang1' 'other' 'other' 'other' 'lang2' 'lang2' 'other']
3224,['' 'A' 'bit' 'of' 'Difficult'],['other' 'lang1' 'lang1' 'lang1' 'lang1']
3225,['Bhai' 'Teri' 'movie' 'nahi' 'chalegi' 'he' 'wali' 'utni' '..' '.'],['lang2' 'lang2' 'lang1' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'other' 'other']
3226,['' '' 'great' 'song' '.' 'most' 'songs' 'from' 'Dev' 'D' '.'],['other' 'other' 'lang1' 'lang1' 'other' 'lang1' 'lang1' 'lang1' 'ne' 'ne' 'other']
3227,['Time' 'to' 'follow' '' 'I' 'know' 'about' 'that' 'getting' 'home' 'loan' 'is' 'very' 'very' 'easy' '.' ''],['lang1' 'lang1' 'lang1' 'other' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'other' 'mixed']
3228,['Kya' 'kare' 'sir' 'kuch' 'log' 'par' 'angreji' 'daru' 'ka' 'aasar' 'jo' 'chad' 'rakkha' 'h'],['lang2' 'lang2' 'lang1' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2']
3229,['You' 'are' 'incredible' 'Priyanka'],['lang1' 'lang1' 'lang1' 'ne']
3230,"['' '' 'But' 'Kane' '&' 'Son' 'do' ""n't"" 'do' 'it' 'against' 'every' 'other' 'keeper' '.']",['other' 'other' 'lang1' 'ne' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'other']
3231,"['everyday' 'is' 'not' 'a' 'sunday' ',' 'ao' 'all' 'matchs' 'are' 'not' 'in' 'our' 'hands' ',' 'there' 'was' '200%' 'efforts' 'but' 'luck' 'was' 'not' 'there' ',,,' 'so' 'better' 'luck' 'next' 'time' 'thats' ',' 'allll' ',' 'alll' 'the' 'very' 'best' 'for' 'next' 'game' '..' '..' '..' '.!' '!!' ':)' ':)' ':)' ':)' ':)' ':)']",['lang1' 'lang1' 'lang1' 'lang1' 'ne' 'other' 'lang2' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'other' 'lang1' 'lang1' 'other' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'other' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'other' 'lang1' 'other' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'other' 'other' 'other' 'other' 'other' 'other' 'other' 'other' 'other' 'other' 'other']
3232,['Happy' 'birth' 'day' 'Amit' 'bhai' 'Ji'],['lang1' 'lang1' 'lang1' 'ne' 'lang2' 'lang2']
3233,"['abe' '.,.,' 'joke' 'marna' 'hai' 'to' 'aur' 'kahi' 'maar' '.,.,.' 'confession' 'page' 'ki' 'bejaati' 'maat' 'ker' 'bhai' '..' 'JOKE' 'MARA' '????????????' 'HASU' '?' '\\' '""""""""""""""""""""""""""""""""""""""""""""' 'haha' '..!' '\\' '""""""""""""""""""""""""""""""""""""""""""""']",['lang2' 'other' 'lang1' 'lang2' 'lang2' 'lang1' 'lang2' 'lang2' 'lang2' 'other' 'lang1' 'lang1' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'other' 'lang1' 'lang2' 'other' 'lang2' 'other' 'other' 'other' 'other' 'other' 'other' 'other']
3234,['hello' 'sir' '..' '.' 'baat' 'kijiaaana' 'muzse' 'plz'],['lang1' 'lang1' 'other' 'other' 'lang2' 'lang2' 'lang2' 'lang1']
3235,['Sir' 'plz' 'insure' 'there' 'will' 'no' 'world' 'war' '3' '..' '..' 'As' 'Rumours' 'spread' 'Russia' 'is' 'trying' 'to' 'start' 'it' '..' '.'],['lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'other' 'other' 'other' 'lang1' 'lang1' 'lang1' 'ne' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'other' 'other']
3236,['all' 'the' 'best' '..' '..' '' 'bhi'],['lang1' 'lang1' 'lang1' 'other' 'other' 'ne' 'lang2']
3237,"['got' 'in' 'between' '328' 'and' '330' ',' 'so' '330' 'killed' 'him' ',' 'now' '331' 'is' 'investigating' 'the' 'case' '.']",['lang1' 'lang1' 'lang1' 'other' 'lang1' 'other' 'other' 'lang1' 'other' 'lang1' 'lang1' 'other' 'lang1' 'other' 'lang1' 'lang1' 'lang1' 'lang1' 'other']
3238,['Going' 'great' 'MODI' 'ji' '.' 'Our' 'Indian' 'public' 'wants' 'result' 'in' 'a' 'very' 'short' 'span' 'of' 'time' '.' 'You' 'are' 'laying' 'the' 'foundation' 'stone' 'for' 'a' 'developed' 'and' 'strong' 'India' 'which' 'will' 'show' 'transformation' 'at' 'least' 'three' 'to' 'four' 'years' 'later' '.' 'This' 'election' 'is' 'very' 'crucial' 'for' 'India' '.' '..' '.' 'if' 'you' 'are' 'not' 'voted' 'to' 'power' 'then' 'your' 'hard' 'effort' 'will' 'go' 'in' 'vain' '..' '..' '.' 'so' 'hurry' 'up' '.' 'Tell' 'every' 'minister' 'to' 'expedite' 'the' 'work' '.' 'Make' 'at' 'least' '5' 'railway' 'stations' 'of' 'importance' 'in' 'every' 'state' 'like' 'airports' 'then' 'only' 'people' 'will' 'see' 'the' 'change' '..' '..' 'Make' 'flight' 'journey' 'cheaper' '..' '..' '.' 'hurry' 'man' 'hurry' 'to' 'shoot' 'off' 'the' 'worry' '..' '..'],['lang1' 'lang1' 'ne' 'lang2' 'other' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'other' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'ne' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'other' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'ne' 'other' 'other' 'other' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'other' 'other' 'other' 'lang1' 'lang1' 'lang1' 'other' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'other' 'lang1' 'lang1' 'lang1' 'other' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'other' 'other' 'lang1' 'lang1' 'lang1' 'lang1' 'other' 'other' 'other' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'other' 'other']
3239,['' 'mam' 'u' 'raised' 'petition' 'for' '' 'pls' 'let' 'dem' 'in' 'ur' 'home' 'I' 'am' 'not' 'paying' 'taxes' 'and' 'hard' 'earned' 'money' '4' 'them' ''],['other' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'other' 'lang1' 'lang1']
3240,['Kamal' 'Ki' 'tasbir' 'he' '..' 'wonderful' 'painting' '..' '..' '.' 'app' 'ka' 'amtaviswas' 'badkechadke' 'voltage' '..' '.' 'ish' 'pic' 'ne' '..' '.' 'nice' 'kavitahe' '..' '.' 'so' 'meaningful' '..' '..' '.' 'thanks' 'for' 'sharing' '..' '..' '..'],['lang2' 'lang2' 'lang2' 'lang1' 'other' 'lang1' 'lang1' 'other' 'other' 'other' 'lang2' 'lang2' 'lang2' 'lang2' 'lang1' 'other' 'other' 'lang2' 'lang1' 'lang2' 'other' 'other' 'lang1' 'lang2' 'other' 'other' 'lang1' 'lang1' 'other' 'other' 'other' 'lang1' 'lang1' 'lang1' 'other' 'other' 'other']
3241,['Indian' 'ki' 'har' 'jeet' 'pakistan' 'ko' 'bohat' 'khushi' 'deti' 'hai' '.' 'lol' '.' ''],['lang1' 'lang2' 'lang2' 'lang2' 'ne' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'other' 'lang1' 'other' 'lang1']
3242,['looking' 'Handsome' 'and' 'Dashing'],['lang1' 'lang1' 'lang1' 'lang1']
3243,['Chorriyaan' 'yaa' 'chorron' 'ki' 'baat' 'nahin' 'hai' 'tau' '.' 'Baat' 'intolerance' 'ki' 'hai' '.' 'Intolerance' 'naa' 'badni' 'chahiye' '.' 'Isiliye' 'tuhari' 'movie' 'dekhe' 'se' 'pehle' 'sochan' 'laag' 'reha' 'hoon' ':p' '!!' '!'],['lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'other' 'lang2' 'lang1' 'lang2' 'lang2' 'other' 'lang1' 'lang2' 'lang2' 'lang2' 'other' 'lang2' 'lang2' 'lang1' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'other' 'other' 'other']
3244,['I' 'love' 'u' 'pretty' '.' 'P' '.' 'good' 'night' '.' 'princess'],['lang1' 'lang1' 'lang1' 'lang1' 'other' 'ne' 'other' 'lang1' 'lang1' 'other' 'lang1']
3245,['Janam' 'janam' 'sath' 'nibhan' 'u' 'hi'],['lang2' 'lang2' 'lang2' 'ne' 'lang1' 'lang2']
3246,"['It' ""'s"" 'festival' 'season' '.' 'Enjoy']",['lang1' 'lang1' 'lang1' 'lang1' 'other' 'lang1']
3247,"['' ':' 'Have' 'you' 'ever' 'gone' 'out' 'on' 'a' 'terrible' 'date' 'and' 'came' 'home' 'and' 'thought' '\\' '""""""""""""""""""""""""""""""""""""""""""""' 'did' 'I' 'really' 'shave' 'my' 'pubic' 'hair' 'for' 'this\\' '""""""""""""""""""""""""""""""""""""""""""""']",['other' 'other' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'other' 'other' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'other']
3248,['Salman' 'please' 'pleaseee' 'come' 'to' 'TURKEY' 'yyyy'],['ne' 'lang1' 'lang1' 'lang1' 'lang1' 'ne' 'lang2']
3249,['Oh' 'what' 'a' 'dashing' 'look' '..' '..' 'All' 'the' 'best' 'for' 'this' 'part' 'of' 'the' 'movie' 'dear' '..' '..' 'eagarly' 'waiting' 'for' 'dangal' '.'],['other' 'lang1' 'lang1' 'lang1' 'lang1' 'other' 'other' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'other' 'other' 'lang1' 'lang1' 'lang1' 'ne' 'other']
3250,"['It' ""'s"" 'only' 'Modi' 'charm' 'bcz' 'of' 'that' 'each' 'one' 'member' 'of' 'BRICS' 'looks' 'like' 'a' 'brother' 'of' 'one' 'single' 'family' 'India' '..' 'Respect' 'for' 'you' 'Modi' 'ji' '..']",['lang1' 'lang1' 'lang1' 'ne' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'ne' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'ne' 'other' 'lang1' 'lang1' 'lang1' 'ne' 'lang2' 'other']
3251,['Wonderful' 'to' 'see' 'all' 'of' 'them' 'in' 'uniform' 'style' '-' 'Indian' 'fashion' 'rocks' '!'],['lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'other' 'lang1' 'lang1' 'lang1' 'other']
3252,['You' 'are' 'the' 'great' 'actor' 'and' 'great' 'spirit' 'man' '.' 'Every' 'movie' 'change' 'body' 'size' '..' 'how' 'you' 'do' 'mr.' '.' 'amir' 'khan' '..' '.' 'god' 'bless' 'you' 'sir' 'ji' '.'],['lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'other' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'other' 'lang1' 'lang1' 'lang1' 'lang1' 'other' 'ne' 'ne' 'other' 'other' 'lang1' 'lang1' 'lang1' 'lang1' 'lang2' 'other']
3253,['' 'details' 'shared'],['other' 'lang1' 'lang1']
3254,['Priyanka' 'I' 'love' 'you' 'where' 'r' 'u' 'my' 'life' 'priyanka'],['ne' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'ne']
3255,"['Ajaylahxoxo' 'Hi' 'Ajaylah' '.' 'Are' 'you' 'getting' 'a' 'specific' 'error' 'message' '?' 'Give' 'us' 'the' 'exact' 'wording' '&' 'we' ""'ll"" 'look' 'into' 'it' '.' '']",['ne' 'lang1' 'ne' 'other' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'other' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'other' 'ne']
3256,['Congrats' 'virat' 'sir' 'kya' 'batting' 'thi' 'apki' '.' 'I' 'hope' 'ki' 'aap' 'hmesha' 'aise' 'hi' 'khelte' 'rhoge'],['lang1' 'ne' 'lang1' 'lang2' 'lang1' 'lang2' 'lang2' 'other' 'lang1' 'lang1' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2']
3257,['isse' 'bettr' 'hota' 'kuch' 'motivatng' 'post' 'kiya' 'hota' 'for' 'd' 'welfar' 'of' 'country' ':/' 'ye' 'sb' 'faltu' 'bakwaas' 'post' 'krne' 'ka' 'koi' 'sense' 'ni' 'h'],['lang2' 'lang1' 'lang2' 'lang2' 'lang1' 'lang1' 'lang2' 'lang2' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'other' 'lang2' 'lang2' 'lang2' 'lang2' 'lang1' 'lang2' 'lang2' 'lang2' 'lang1' 'lang2' 'lang2']
3258,['Bhai' 'super' 'sa' 'opar' 'pic'],['lang2' 'lang1' 'fw' 'fw' 'lang1']
3259,['Love' 'u' 'Salman' 'jee'],['lang1' 'lang1' 'ne' 'lang2']
3260,"['It' ""'s"" 'Tuesday' '.' '']",['lang1' 'lang1' 'ne' 'other' 'lang1']
3261,['If' 'Ajay' 'thakur' 'has' 'million' 'number' 'of' 'fans' 'i' 'am' 'one' 'of' 'them' 'if' 'Ajay' 'thakur' 'has' 'ten' 'fans' 'i' 'am' 'one' 'of' 'them' 'if' 'Ajay' 'thakur' 'have' 'only' 'one' 'fan' 'and' 'that' 'is' 'me' 'if' 'Ajay' 'has' 'no' 'fans' 'that' 'means' 'i' 'am' 'no' 'more' 'on' 'the' 'earth' 'if' 'world' 'against' 'Ajay' 'i' 'am' 'against' 'the' 'world' 'i' 'love' 'Ajay' 'thakur' 'like' 'a' 'genuine' 'big' 'fan' '.'],['lang1' 'ne' 'ne' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'ne' 'ne' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'ne' 'ne' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'ne' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'ne' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'ne' 'ne' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'other']
3262,['' '' 'Maximum' 'Discussion' 'Zero' 'Governance' '.' 'GOI' 'promises' 'SC' 'delivers' '.' 'V' 'r' 'idiot' 'voters' '.' ''],['ne' 'other' 'lang1' 'lang1' 'lang1' 'lang1' 'other' 'ne' 'lang1' 'lang1' 'lang1' 'other' 'lang1' 'lang1' 'lang1' 'lang1' 'other' 'other']
3263,['' 'Exactly' '' '' '' ''],['other' 'lang1' 'other' 'lang1' 'lang1' 'other']
3264,['She' 'is' 'alright' '..' 'Will' 'be' 'back' 'in' 'few' 'days' '..'],['lang1' 'lang1' 'lang1' 'other' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'other']
3265,['Sir' 'jee' 'Ek' 'aur' 'Aatanki' 'Hamla' 'hua' 'J&K' 'me'],['lang1' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'ne' 'lang2']
3266,"['sir' 'media' 'main' 'galat' 'bol' 'kr' 'kisi' 'bhi' 'vishya' 'main' 'jaankaari' 'hai' 'ya' 'nhi' 'bolna' 'hai' 'bas' ',' 'ase' 'hi' 'social' 'st.' 'pr' 'bhi' 'amal' 'krne' 'k' 'liye' '1' 'prcnt' 'hoga' 'aur' 'gyan' 'dene' 'k' 'liye' 'bhare' 'pade' 'hai']",['lang1' 'lang1' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'other' 'lang2' 'lang2' 'lang1' 'lang1' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'other' 'lang1' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2']
3267,['' '' 'But' 'by' 'doing' 'so' 'India' 'would' 'have' 'secured' 'her' 'western' 'borders' 'more' 'effectively' 'too' '.'],['other' 'other' 'lang1' 'lang1' 'lang1' 'lang1' 'ne' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'other']
3268,['Kya' 'bat' 'hai' 'sir' 'bitye' 'din' 'yad' 'aati' 'hai'],['lang2' 'lang2' 'lang2' 'lang1' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2']
3269,['Nice' 'move' 'sir' 'ji'],['lang1' 'lang1' 'lang1' 'lang2']
3270,"['Sir' ',' 'Only' 'you' 'have' 'the' 'courage' 'and' 'the' 'vision' 'to' 'take' 'this' 'country' 'forward' '.' 'The' 'previous' 'Prime' 'Minister' 'and' 'administration' 'could' ""n't"" 'even' 'get' 'Kudankulam-1' 'operational' '.' 'Bharat' 'Mata' 'ki' 'Jai']",['lang1' 'other' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'other' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'ne' 'lang1' 'other' 'ne' 'lang2' 'lang2' 'lang2']
3271,['Vivek' 'Singh' ';)' '' 'Beta' 'cheen' 'ke' 'haasil' 'kiya' 'hai' 'yeh' 'mauka' 'aaj' '...' 'So' 'proud' 'of' 'u' '' '' '' ''],['ne' 'ne' 'other' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'other' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'ne']
3272,"['when' 'virat' 'presents' 'in' 'the' 'crease' 'then' 'all' 'Indians' 'are' 'tension' 'free' 'bcoz' 'we' 'all' 'are' 'sure' 'that' 'we' 'will' 'win' 'but' 'when' 'virat' 'returns' 'to' 'pavillion' 'then' 'the' 'percentage' 'of' 'winning' 'the' 'match' 'decreases' ',,,,' 'this' 'shows' 'virat' 'is' 'the' 'best' '..' '.!']",['lang1' 'ne' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'ne' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'ne' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'other' 'lang1' 'lang1' 'ne' 'lang1' 'lang1' 'lang1' 'other' 'other']
