idx,words,lid,pos
471,"['@YasmeenPatel4' '@jameel_sf' '@ndtv' '@narendramodi' '@PMOIndia' 'All'
 'he' 'has' 'to' 'do' 'is' 'send' 'an' 'email/letter' 'or' 'phone' 'call'
 '.' '#TripleTalaq']","['rest' 'rest' 'rest' 'rest' 'rest' 'en' 'en' 'en' 'en' 'en' 'en' 'en'
 'en' 'en' 'en' 'en' 'en' 'rest' 'rest']","['X' 'X' 'X' 'X' 'X' 'DET' 'PRON' 'VERB' 'PART' 'VERB' 'VERB' 'VERB' 'DET'
 'NOUN' 'CONJ' 'NOUN' 'VERB' 'X' 'X']"
472,"['#TripleTalaq' 'India' 'should' 'say' 'tripple' 'talaq' 'to' 'Pakistan'
 'immediately' ',' 'educated' 'muslims' 'should' 'also' 'say' 'tripple'
 'talaq' 'words' 'triple' 'talaq']","['rest' 'rest' 'en' 'en' 'en' 'hi' 'en' 'rest' 'en' 'rest' 'en' 'en' 'en'
 'en' 'en' 'en' 'hi' 'en' 'en' 'hi']","['X' 'PROPN' 'VERB' 'VERB' 'ADJ' 'NOUN' 'PART' 'PROPN' 'ADV' 'X' 'ADJ'
 'NOUN' 'VERB' 'ADV' 'VERB' 'ADJ' 'NOUN' 'NOUN' 'ADJ' 'NOUN']"
473,"['#EndTripleTalaq' '#TripleTalaq' ':' '21' 'Islamic' 'nations' 'banned'
 'triple' 'talaq' '.' 'Muslims' 'in' 'EU' ',' 'USA' 'do' 'not' 'follow'
 'Triple' 'Talaq' '.' 'Why' 'Indian' 'Muslims' ""can't"" '?']","['rest' 'rest' 'rest' 'rest' 'en' 'en' 'en' 'en' 'hi' 'rest' 'en' 'en'
 'rest' 'rest' 'rest' 'en' 'en' 'en' 'en' 'hi' 'rest' 'en' 'en' 'en' 'en'
 'rest']","['X' 'X' 'X' 'NUM' 'ADJ' 'NOUN' 'VERB' 'ADJ' 'NOUN' 'X' 'NOUN' 'ADP'
 'PROPN' 'X' 'PROPN' 'VERB' 'PART_NEG' 'VERB' 'ADJ' 'NOUN' 'X' 'PRON_WH'
 'ADJ' 'NOUN' 'VERB' 'X']"
474,"['Banning' 'of' 'Triple' 'talaq' 'has' 'nothing' 'to' 'do' 'with'
 'Uniform' 'Civil' 'code' '.' 'if' 'triple' 'should' 'be' 'banned' 'so'
 'be' 'it' '.' '#TripleTalaq' '@_sabanaqvi' '@BDUTT']","['en' 'en' 'en' 'hi' 'en' 'en' 'en' 'en' 'en' 'en' 'en' 'en' 'rest' 'en'
 'en' 'en' 'en' 'en' 'en' 'en' 'en' 'rest' 'rest' 'rest' 'rest']","['NOUN' 'ADP' 'NOUN' 'VERB' 'VERB' 'PART_NEG' 'PART' 'VERB' 'ADP' 'NOUN'
 'NOUN' 'NOUN' 'X' 'CONJ' 'NOUN' 'VERB' 'VERB' 'VERB' 'CONJ' 'VERB' 'PRON'
 'X' 'X' 'X' 'X']"
475,"['RT' '@abdullaahzubair' ':' '99%' 'nonmuslims' 'blufng' 'abt'
 '#TripleTalaq' 'BEGANI' 'SHADI' 'MEIN' 'ARNAB' 'DEEWANA' '.' 'whr' 'r'
 'Muslimwomen' '?' '#NoToUniformCivilCode' '#OneNa']","['rest' 'rest' 'rest' 'rest' 'en' 'en' 'en' 'rest' 'hi' 'hi' 'hi' 'rest'
 'hi' 'rest' 'en' 'en' 'en' 'rest' 'rest' 'rest']","['X' 'X' 'X' 'NUM' 'NOUN' 'VERB' 'ADP' 'X' 'PROPN' 'NOUN' 'ADP' 'PROPN'
 'NOUN' 'X' 'PRON_WH' 'VERB' 'NOUN' 'X' 'X' 'X']"
476,"['Those' 'rightly' 'making' 'noise' 'about' 'ban' 'on' '#TripleTalaq'
 'should' 'also' 'speak' 'out' 'against' 'deeply' 'patriarchal'
 'karvachauth' 'n' 'teej']","['en' 'en' 'en' 'en' 'en' 'en' 'en' 'rest' 'en' 'en' 'en' 'en' 'en' 'en'
 'en' 'en' 'hi' 'en']","['DET' 'NOUN' 'VERB' 'NOUN' 'ADP' 'VERB' 'ADP' 'X' 'VERB' 'ADV' 'VERB'
 'PART' 'ADP' 'ADV' 'NOUN' 'PROPN' 'CONJ' 'PROPN']"
477,"['#TripleTalaq' '#ModiGov' 'Muslim' 'personal' 'law' ':' 'There' 'should'
 'be' 'equality' '.' 'Govt' ':' 'OK' '#OneNationOneLaw' 'Muslim'
 'personal' 'law' ':' 'Ni' ',' 'Ni' ',' 'ye' 'wala' 'nahi']","['rest' 'rest' 'en' 'en' 'en' 'rest' 'en' 'en' 'en' 'en' 'rest' 'en'
 'rest' 'en' 'rest' 'en' 'en' 'en' 'rest' 'hi' 'rest' 'hi' 'rest' 'hi'
 'hi' 'hi']","['X' 'X' 'PROPN' 'ADJ' 'NOUN' 'X' 'DET' 'VERB' 'VERB' 'NOUN' 'X' 'NOUN'
 'X' 'PART' 'X' 'ADJ' 'ADJ' 'NOUN' 'X' 'PART_NEG' 'X' 'PART_NEG' 'X' 'DET'
 'PART' 'PART_NEG']"
478,"['@SitaramYechury' 'muslims' 'hamesha' 'Uniform' 'Civil' 'Code' 'ka'
 'virodh' 'kyu' 'krte' 'h' '.' 'Esa' 'krke' 'wo' 'kyu' 'other' 'religions'
 'k' 'khilaaf' 'ho' 'jaate' 'h' '#TripleTalaq']","['rest' 'en' 'hi' 'en' 'en' 'en' 'hi' 'hi' 'hi' 'hi' 'hi' 'rest' 'hi' 'hi'
 'hi' 'hi' 'en' 'en' 'hi' 'hi' 'hi' 'hi' 'hi' 'rest']","['X' 'NOUN' 'PRON' 'NOUN' 'NOUN' 'NOUN' 'ADP' 'NOUN' 'PRON_WH' 'VERB'
 'VERB' 'X' 'NOUN' 'VERB' 'PRON' 'PRON_WH' 'ADJ' 'NOUN' 'ADP' 'ADP' 'VERB'
 'VERB' 'VERB' 'X']"
479,"['Bowled' 'in' 'the' 'first' 'ball' ',' 'Can' 'women' 'say' '#TripleTalaq'
 '&' 'end' 'marriage' '?' 'Montana' ':' 'Allah' 'ye' 'adhikar' 'nehi'
 'diya' 'auratko' ',' 'sirf' 'Mard' 'o' 'ko' 'diya' '..' 'ha' 'ha']","['en' 'en' 'en' 'en' 'en' 'rest' 'en' 'en' 'en' 'rest' 'rest' 'en' 'en'
 'rest' 'rest' 'rest' 'rest' 'hi' 'hi' 'hi' 'hi' 'hi' 'rest' 'hi' 'hi'
 'hi' 'hi' 'hi' 'rest' 'hi' 'hi']","['VERB' 'ADP' 'DET' 'ADV' 'NOUN' 'X' 'VERB' 'NOUN' 'VERB' 'X' 'CONJ'
 'NOUN' 'NOUN' 'X' 'PROPN' 'X' 'PROPN' 'DET' 'PART' 'PART_NEG' 'VERB'
 'PART' 'X' 'ADV' 'NOUN' 'PART' 'ADP' 'VERB' 'X' 'VERB' 'VERB']"
480,"['Waiting' 'for' '@aamir_khan' 'to' 'take' 'a' 'stand' 'on' '#TripleTalaq'
 'who' 'is' 'always' 'keen' 'on' 'making' 'movies' 'on' 'social' 'issues'
 '.']","['en' 'en' 'rest' 'en' 'en' 'en' 'en' 'en' 'rest' 'en' 'en' 'en' 'en' 'en'
 'en' 'en' 'en' 'en' 'en' 'rest']","['VERB' 'ADP' 'X' 'PART' 'VERB' 'DET' 'VERB' 'ADP' 'X' 'PRON_WH' 'VERB'
 'ADV' 'VERB' 'ADP' 'VERB' 'NOUN' 'ADP' 'ADJ' 'NOUN' 'X']"
481,"['RT' '@HarbirNain' ':' 'Tonight' 'at' '8' 'PM' 'on' '@ZeeNews' 'show'
 '#TaalThokKe' ':' 'Naish' 'Hassan' '&' '@TarekFatah' 'take' 'on'
 'Mullahs' 'defending' '#TripleTalaq' '.' 'https://t']","['rest' 'rest' 'rest' 'en' 'en' 'rest' 'rest' 'en' 'rest' 'en' 'rest'
 'rest' 'rest' 'rest' 'rest' 'rest' 'en' 'en' 'en' 'en' 'rest' 'rest'
 'rest']","['X' 'X' 'X' 'NOUN' 'ADP' 'NUM' 'PROPN' 'ADP' 'X' 'VERB' 'X' 'X' 'PROPN'
 'PROPN' 'CONJ' 'X' 'VERB' 'ADP' 'NOUN' 'VERB' 'X' 'X' 'X']"
482,"['RT' '@manujsharan' ':' 'Well' 'done' 'Hope' 'ur' 'Amma' 'or' 'Khala'
 'or' 'Sister' '(' 'oops' '...' 'in' 'ur' 'case' 'all' 'are' 'same'
 'person' ')' ""don't"" 'have' 'to' 'face' '#TripleTalaq']","['rest' 'rest' 'rest' 'en' 'en' 'en' 'en' 'hi' 'en' 'hi' 'en' 'en' 'rest'
 'en' 'rest' 'en' 'en' 'en' 'en' 'en' 'en' 'en' 'rest' 'en' 'en' 'en' 'en'
 'rest']","['X' 'X' 'X' 'ADV' 'VERB' 'VERB' 'PRON' 'PART' 'CONJ' 'NOUN' 'CONJ' 'NOUN'
 'X' 'NOUN' 'X' 'ADP' 'PRON' 'NOUN' 'DET' 'VERB' 'ADJ' 'NOUN' 'X' 'VERB'
 'VERB' 'PART' 'NOUN' 'X']"
483,"['Aapa' 'kaya' 'kahna' 'hai' '@RubikaLiyaquat' 'ji' '#TripleTalaq' 'p' '?'
 'Not' 'as' 'a' 'News' 'anchor' ',' 'as' 'a' 'women' '..'
 'https://t.co/jvdSSV6kyF']","['hi' 'hi' 'hi' 'hi' 'rest' 'hi' 'rest' 'rest' 'rest' 'en' 'en' 'en' 'en'
 'en' 'rest' 'en' 'en' 'en' 'rest' 'rest']","['PART' 'PART' 'PART' 'VERB' 'X' 'PART' 'X' 'X' 'X' 'PART_NEG' 'ADP' 'DET'
 'NOUN' 'NOUN' 'X' 'ADP' 'DET' 'NOUN' 'X' 'X']"
484,"['#TripleTalaq' 'All' 'these' 'bastards' 'barking' 'sharia' 'sharia' 'and'
 'threatening' 'GOI' 'for' 'interfering' 'must' 'be' 'deported' 'to'
 'Sharia' 'countries' 'right' 'away']","['rest' 'en' 'en' 'en' 'en' 'hi' 'hi' 'en' 'en' 'rest' 'en' 'en' 'en' 'en'
 'en' 'en' 'hi' 'en' 'en' 'en']","['X' 'DET' 'DET' 'NOUN' 'VERB' 'NOUN' 'VERB' 'CONJ' 'VERB' 'PROPN' 'ADP'
 'VERB' 'VERB' 'VERB' 'VERB' 'PART' 'PRON' 'NOUN' 'ADV' 'ADV']"
485,"['@iforismail' '@TimesNow' 'govt' 'nahi' 'to' 'kaun' 'sochega' '?'
 'Muslim' 'country' 'mei' 'bhi' '#TripleTalaq' 'nahi' 'hota' '...' 'apna'
 'hi' 'rule' 'bana' 'rakha' 'hai']","['rest' 'rest' 'en' 'hi' 'hi' 'hi' 'hi' 'rest' 'en' 'en' 'hi' 'hi' 'rest'
 'hi' 'hi' 'rest' 'hi' 'hi' 'hi' 'hi' 'hi' 'hi']","['X' 'X' 'NOUN' 'PART_NEG' 'PART' 'PRON_WH' 'VERB' 'X' 'ADJ' 'NOUN' 'ADP'
 'PART' 'X' 'PART_NEG' 'VERB' 'X' 'PRON' 'PART' 'NOUN' 'VERB' 'VERB'
 'VERB']"
486,"['@naimhyd' '@NawabZaade' '@wordpressdotcom' 'U' 'Haramee' 'Chuslim' 'PIG'
 '.' 'U' 'wl' 'suprt' 'Ban' 'on' 'Burqa/TripleTalaq' ',' 'if' 'u' 'hd'
 'yr' ""Mom's"" 'milk' ',' 'nt' 'yr' ""father's"" 'urine']","['rest' 'rest' 'rest' 'en' 'hi' 'hi' 'en' 'rest' 'en' 'en' 'en' 'en' 'en'
 'rest' 'rest' 'en' 'en' 'en' 'en' 'en' 'en' 'rest' 'en' 'en' 'en' 'en']","['X' 'X' 'X' 'PRON' 'VERB' 'PROPN' 'NOUN' 'X' 'PRON' 'VERB' 'NOUN' 'VERB'
 'ADP' 'X' 'X' 'CONJ' 'PRON' 'ADJ' 'NOUN' 'NOUN' 'NOUN' 'X' 'PART_NEG'
 'ADJ' 'NOUN' 'NOUN']"
487,"['On' '#Muslim' 'personal' 'law' ':' 'Stories' 'of' 'Shah' 'Bano' 'and'
 'Ayesha' 'bi' '|' '#TripleTalaq' '|' 'https://t.co/EDml89FH4E' '#Re']","['en' 'rest' 'en' 'en' 'rest' 'en' 'en' 'rest' 'rest' 'en' 'rest' 'hi'
 'rest' 'rest' 'rest' 'rest' 'rest']","['ADP' 'X' 'ADJ' 'NOUN' 'X' 'NOUN' 'ADP' 'PROPN' 'PROPN' 'CONJ' 'PROPN'
 'PART' 'X' 'X' 'X' 'X' 'X']"
488,"['@AchheDinAayenge' '@kamaalrkhan' 'bhai' ""it's"" 'not' 'only' 'matter'
 'of' 'pooja' 'or' 'religion' ',' 'evn' '#TripleTalaq' 'is' 'banned' 'in'
 'many' 'muslim' 'countries' '.']","['rest' 'rest' 'hi' 'en' 'en' 'en' 'en' 'en' 'hi' 'en' 'en' 'rest' 'en'
 'rest' 'en' 'en' 'en' 'en' 'en' 'en' 'rest']","['X' 'X' 'NOUN' 'VERB' 'PART_NEG' 'ADJ' 'NOUN' 'ADP' 'NOUN' 'CONJ' 'NOUN'
 'X' 'ADV' 'X' 'VERB' 'VERB' 'ADP' 'DET' 'ADJ' 'NOUN' 'X']"
489,"['Mat' 'chuko' 'Chouhan' 'moment' 'for' '#Modi' 'Arif' 'Mohammad' 'Khan'
 '-' '#TripleTalaq' 'negates' 'both' 'equality' '&' 'dignity' 'of'
 'Muslim' 'women' 'https://t.co/ajCXKSAQ3F']","['hi' 'hi' 'hi' 'en' 'en' 'rest' 'rest' 'rest' 'rest' 'rest' 'rest' 'en'
 'en' 'en' 'rest' 'en' 'en' 'en' 'en' 'rest']","['PART_NEG' 'PART' 'NOUN' 'NOUN' 'ADP' 'X' 'PROPN' 'PROPN' 'PROPN' 'X' 'X'
 'VERB' 'ADJ' 'NOUN' 'CONJ' 'NOUN' 'ADP' 'NOUN' 'NOUN' 'X']"
490,"['RT' '@ikaveri' ':' 'But' 'statistics' 'make' 'no' 'difference' 'to' 'me'
 'in' 'this' 'matter' '.' 'Even' 'if' 'a' 'small' 'percentage' 'of'
 'women' 'suffer' 'due' 'to' '#TripleTalaq']","['rest' 'rest' 'rest' 'en' 'en' 'en' 'en' 'en' 'en' 'en' 'en' 'en' 'en'
 'rest' 'en' 'en' 'en' 'en' 'en' 'en' 'en' 'en' 'en' 'en' 'rest']","['X' 'X' 'X' 'CONJ' 'NOUN' 'VERB' 'PART_NEG' 'NOUN' 'PART' 'PRON' 'ADP'
 'DET' 'NOUN' 'X' 'ADV' 'CONJ' 'DET' 'ADJ' 'NOUN' 'ADP' 'NOUN' 'VERB'
 'PART' 'PART' 'X']"
491,"['Equating' '#KarwaChauth' 'to' '#TripleTalaq' '???' ""It's"" 'not' 'like'
 'husband' 'would' 'say' 'Karwa' 'Karwa' 'Karwa' 'and' 'she' 'would'
 'remain' 'hungry' 'for' 'life' '!!' 'https://t.co/xMTKSoi6y5']","['en' 'rest' 'en' 'rest' 'rest' 'en' 'en' 'en' 'en' 'en' 'en' 'hi' 'hi'
 'hi' 'en' 'en' 'en' 'en' 'en' 'en' 'en' 'rest' 'rest']","['NOUN' 'X' 'PART' 'X' 'X' 'VERB' 'PART_NEG' 'ADP' 'NOUN' 'VERB' 'VERB'
 'ADV' 'VERB' 'VERB' 'CONJ' 'PRON' 'VERB' 'VERB' 'ADJ' 'ADP' 'NOUN' 'X'
 'X']"
492,"['RT' '@COMMANMANOFUPA' ':' '#TripleTalaq' 'India' 'should' 'say'
 'tripple' 'talaq' 'to' 'Pakistan' 'immediately' ',' 'educated' 'muslims'
 'should' 'also' 'say' 'tripple' 'talaq']","['rest' 'rest' 'rest' 'rest' 'rest' 'en' 'en' 'en' 'hi' 'en' 'rest' 'en'
 'rest' 'en' 'en' 'en' 'en' 'en' 'en' 'hi']","['X' 'X' 'X' 'X' 'PROPN' 'VERB' 'VERB' 'ADJ' 'NOUN' 'PART' 'PROPN' 'ADV'
 'X' 'ADJ' 'NOUN' 'VERB' 'ADV' 'VERB' 'ADJ' 'NOUN']"
493,"['From' 'Shah' 'Bano' 'to' 'Shayara' 'Bano' ':' 'India' 's' 'evolution'
 'in' 'redressing' 'the' 'plight' 'of' 'Muslim' 'Women' '#TripleTalaq'
 '#UCC' 'https://t.co/9v3mnKz2CG']","['en' 'rest' 'rest' 'hi' 'rest' 'rest' 'rest' 'rest' 'en' 'en' 'en' 'en'
 'en' 'en' 'en' 'en' 'en' 'rest' 'rest' 'rest']","['ADP' 'PROPN' 'PROPN' 'PART' 'PROPN' 'PROPN' 'X' 'PROPN' 'X' 'NOUN' 'ADP'
 'VERB' 'DET' 'NOUN' 'ADP' 'NOUN' 'PROPN' 'X' 'X' 'X']"
494,"['RT' '@pradeepkm2272' ':' 'Farooq' 'Abdullah' '@abdullah_omar' '&'
 '@OfficeOfRG' 'face' 'is' 'almost' 'same' '.' '""' 'Kuch' 'toh' 'Gadbad'
 'hai' '""' '#TripleTalaq' 'https://t.co/9I']","['rest' 'rest' 'rest' 'rest' 'rest' 'rest' 'rest' 'rest' 'en' 'en' 'en'
 'en' 'rest' 'rest' 'hi' 'hi' 'hi' 'hi' 'rest' 'rest' 'rest']","['X' 'X' 'X' 'PROPN' 'PROPN' 'X' 'CONJ' 'X' 'NOUN' 'VERB' 'ADV' 'ADJ' 'X'
 'X' 'DET' 'PART' 'VERB' 'VERB' 'X' 'X' 'X']"
495,"['#TripleTalaq' 'is' 'vague' 'and' 'pathetic' 'thing' ',' 'see' 'how'
 '@RitaBJoshi' 'said' 'talaq' '...' 'talaq' '..' 'talaq' 'to' '@INCIndia'
 '.' '#RitaDumpsCong' '#Congress' '#BJP']","['rest' 'en' 'en' 'en' 'en' 'en' 'rest' 'en' 'en' 'rest' 'en' 'hi' 'rest'
 'hi' 'rest' 'hi' 'hi' 'rest' 'rest' 'rest' 'rest' 'rest']","['X' 'VERB' 'NOUN' 'CONJ' 'ADJ' 'NOUN' 'X' 'VERB' 'PRON_WH' 'X' 'VERB'
 'VERB' 'X' 'PART' 'X' 'VERB' 'PART' 'X' 'X' 'X' 'X' 'X']"
496,"['#KarwaChauth' 'is' 'observed' ""'"" 'for' 'the' 'sake' 'of' 'love' ""'""
 '#TripleTalaq' 'is' 'to' ""'"" 'forsake' 'love' ""'"" '...' 'Wake' 'up'
 '#pseculars' '...']","['rest' 'en' 'en' 'rest' 'en' 'en' 'en' 'en' 'en' 'rest' 'rest' 'en' 'en'
 'rest' 'en' 'en' 'rest' 'rest' 'en' 'en' 'rest' 'rest']","['X' 'VERB' 'VERB' 'X' 'ADP' 'DET' 'NOUN' 'ADP' 'ADJ' 'X' 'X' 'VERB'
 'PART' 'X' 'VERB' 'ADJ' 'X' 'X' 'VERB' 'PART' 'X' 'X']"
497,"['By' 'the' 'way' 'when' 'are' 'we' 'planning' 'to' 'call' 'in' 'the'
 'Pakistani' 'investigation' 'team' 'to' 'Uri' 'to' 'hand' 'over' 'the'
 'evidence' '#UriAttack']","['en' 'en' 'en' 'en' 'en' 'en' 'en' 'en' 'en' 'en' 'en' 'rest' 'en' 'en'
 'en' 'rest' 'en' 'en' 'en' 'en' 'en' 'rest']","['ADP' 'DET' 'NOUN' 'PRON_WH' 'VERB' 'PRON' 'VERB' 'PART' 'VERB' 'ADP'
 'DET' 'ADJ' 'NOUN' 'NOUN' 'ADP' 'PROPN' 'PART' 'VERB' 'PART' 'DET' 'NOUN'
 'X']"
498,"['RT' '@VikasSaraswat' ':' '#UriAttack' 'has' 'hit' 'raw' 'nerve' '.'
 'Veer' 'sapooton' 'ka' 'balidan' 'yaad' 'rakhega' 'Hindustan' ',' 'Pak'
 'Murdabad' 'reverberates' 'Kalimpong' 'air' 'htt']","['rest' 'rest' 'rest' 'rest' 'en' 'en' 'en' 'en' 'rest' 'hi' 'hi' 'hi'
 'hi' 'hi' 'hi' 'rest' 'rest' 'rest' 'hi' 'en' 'rest' 'en' 'rest']","['X' 'X' 'X' 'X' 'VERB' 'VERB' 'ADJ' 'NOUN' 'X' 'ADJ' 'NOUN' 'ADP' 'NOUN'
 'VERB' 'VERB' 'PROPN' 'X' 'PROPN' 'VERB' 'VERB' 'PROPN' 'NOUN' 'X']"
499,"['@SirJadejaaaa' '@BDUTT' 'bura' 'man' 'jayegi' '.' 'Hafeez' 'ko' 'kuch'
 'kaha' 'to' '#UriAttack']",['rest' 'rest' 'hi' 'hi' 'hi' 'rest' 'rest' 'hi' 'hi' 'hi' 'hi' 'rest'],['X' 'X' 'VERB' 'VERB' 'VERB' 'X' 'PROPN' 'ADP' 'DET' 'VERB' 'PART' 'X']
500,"['RT' '@ANI_news' ':' 'Delhi' ':' 'Army' ',' 'Navy' 'and' 'Air' 'Force'
 'Chiefs' 'of' 'Staff' 'leave' 'after' 'meeting' 'PM' 'Narendra' 'Modi'
 'at' '7' 'Lok' 'Kalyan' 'Marg' '#UriAttack']","['rest' 'rest' 'rest' 'rest' 'rest' 'en' 'rest' 'en' 'en' 'en' 'en' 'en'
 'en' 'en' 'en' 'en' 'en' 'rest' 'rest' 'rest' 'en' 'rest' 'rest' 'rest'
 'rest' 'rest']","['X' 'X' 'X' 'PROPN' 'X' 'NOUN' 'X' 'NOUN' 'CONJ' 'PROPN' 'PROPN' 'NOUN'
 'ADP' 'NOUN' 'VERB' 'ADP' 'VERB' 'PROPN' 'PROPN' 'PROPN' 'ADP' 'NUM'
 'PROPN' 'PROPN' 'PROPN' 'X']"
501,"['RT' '@NewsNationTV' ':' 'US' 'strongly' 'condemns' '#UriAttack' '.'
 'Our' 'thoughts' 'are' 'with' 'families' 'of' 'soldiers' 'who' 'lost'
 'their' 'lives' ':' 'US' 'ambassador' 'to' 'India']","['rest' 'rest' 'rest' 'rest' 'en' 'en' 'rest' 'rest' 'en' 'en' 'en' 'en'
 'en' 'en' 'en' 'en' 'en' 'en' 'en' 'rest' 'rest' 'en' 'en' 'rest']","['X' 'X' 'X' 'PROPN' 'ADV' 'VERB' 'X' 'X' 'PRON' 'NOUN' 'VERB' 'ADP'
 'NOUN' 'ADP' 'NOUN' 'PRON' 'VERB' 'PRON' 'NOUN' 'X' 'PROPN' 'NOUN' 'ADP'
 'PROPN']"
502,"['RT' '@DrShobha' ':' 'Beech' 'mein' 'pariksha' 'chhod' 'dene' 'se' 'papa'
 'ki' 'atma' 'ko' 'dukh' 'hota' '.']","['rest' 'rest' 'rest' 'hi' 'hi' 'hi' 'hi' 'hi' 'hi' 'hi' 'hi' 'hi' 'hi'
 'hi' 'hi' 'rest']","['X' 'X' 'X' 'ADP' 'ADP' 'NOUN' 'VERB' 'VERB' 'ADP' 'NOUN' 'ADP' 'NOUN'
 'ADP' 'VERB' 'VERB' 'X']"
503,"['RT' '@1981_jain' ':' 'When' 'whole' 'nation' 'is' 'in' 'mourning' ','
 'no' 'comments' 'from' 'the' 'likes' 'of' 'Umar' 'Khaled' ',' 'Kavita'
 'Krishnan' '&' 'Kanhaiya' 'Kumar' 'on' '#UriAttack']","['rest' 'rest' 'rest' 'en' 'en' 'en' 'en' 'en' 'en' 'rest' 'en' 'en' 'en'
 'en' 'en' 'en' 'rest' 'rest' 'rest' 'rest' 'rest' 'rest' 'rest' 'rest'
 'en' 'rest']","['X' 'X' 'X' 'ADV' 'ADJ' 'NOUN' 'VERB' 'ADP' 'NOUN' 'X' 'PART_NEG' 'NOUN'
 'ADP' 'DET' 'NOUN' 'ADP' 'PROPN' 'PROPN' 'X' 'PROPN' 'PROPN' 'CONJ'
 'PROPN' 'PROPN' 'ADP' 'X']"
504,"['RT' '@AbhijnanRej' ':' 'Enough' 'is' 'enough' '.' 'If' 'there' 'was'
 'ever' 'a' 'mil' 'plan' ',' 'now' 'is' 'the' 'time' 'to' 'put' 'it' 'in'
 'action' '.' '#UriAttack']","['rest' 'rest' 'rest' 'en' 'en' 'en' 'rest' 'en' 'en' 'en' 'en' 'en' 'en'
 'en' 'rest' 'en' 'en' 'en' 'en' 'en' 'en' 'en' 'en' 'en' 'rest' 'rest']","['X' 'X' 'X' 'ADJ' 'VERB' 'ADJ' 'X' 'CONJ' 'DET' 'VERB' 'ADV' 'DET' 'X'
 'NOUN' 'X' 'ADV' 'VERB' 'DET' 'NOUN' 'PART' 'VERB' 'PRON' 'ADP' 'NOUN'
 'X' 'X']"
505,"['RT' '@laxman_xy' ':' 'And' 'the' 'damned' 'Khaat' 'Pe' 'Charcha' 'does'
 'not' 'seem' 'to' 'work']","['rest' 'rest' 'rest' 'en' 'en' 'en' 'hi' 'hi' 'hi' 'en' 'en' 'en' 'en'
 'en']","['X' 'X' 'X' 'CONJ' 'DET' 'ADJ' 'NOUN' 'ADP' 'NOUN' 'VERB' 'PART_NEG'
 'VERB' 'PART' 'VERB']"
506,"['RT' '@ANI_news' ':' 'Kuch' 'nhi' 'chahiye' ',' 'humko' 'humare' 'pati'
 '&' '17' 'jawano' 'ka' 'badla' 'chahiye-' 'Wife' 'of' 'Havildar' 'Ashok'
 'Singh' 'who' 'died' 'in' '#UriAttack']","['rest' 'rest' 'rest' 'hi' 'hi' 'hi' 'rest' 'hi' 'hi' 'hi' 'rest' 'rest'
 'hi' 'hi' 'hi' 'hi' 'en' 'en' 'hi' 'rest' 'rest' 'en' 'en' 'en' 'rest']","['X' 'X' 'X' 'DET' 'PART_NEG' 'VERB' 'X' 'PRON' 'PRON' 'NOUN' 'CONJ' 'NUM'
 'NOUN' 'ADP' 'NOUN' 'VERB' 'NOUN' 'ADP' 'NOUN' 'PROPN' 'PROPN' 'PRON_WH'
 'VERB' 'ADP' 'X']"
507,"['RT' '@RpG_89' ':' 'I' 'hope' 'people' 'boycott' '@karanjohar' 's' 'Aye'
 'Dil' 'Hai' 'Mushkil' 'starring' 'Fawad' 'Khan' '!' 'Enough' '!' 'Snap'
 'all' 'ties' '!' '#UriAttack' '@SushmaSwaraj']","['rest' 'rest' 'rest' 'en' 'en' 'en' 'en' 'rest' 'rest' 'hi' 'hi' 'hi'
 'hi' 'en' 'rest' 'rest' 'rest' 'en' 'rest' 'en' 'en' 'en' 'rest' 'rest'
 'rest']","['X' 'X' 'X' 'PRON' 'VERB' 'NOUN' 'NOUN' 'X' 'X' 'PROPN' 'PROPN' 'PROPN'
 'PROPN' 'VERB' 'PROPN' 'PROPN' 'X' 'ADV' 'X' 'VERB' 'DET' 'NOUN' 'X' 'X'
 'X']"
508,"['Wo' '1' 'marenge' ',' 'hum' '10' 'marenge' '..' ""Ma'am"" ',' ""it's""
 'high' 'time' 'to' 'prove' 'your' 'point' '.' '#UriAttack']","['hi' 'rest' 'hi' 'rest' 'hi' 'rest' 'hi' 'rest' 'rest' 'rest' 'en' 'en'
 'en' 'en' 'en' 'en' 'en' 'rest' 'rest']","['PRON' 'NUM' 'VERB' 'X' 'PRON' 'NUM' 'VERB' 'X' 'NOUN' 'X' 'VERB' 'ADJ'
 'NOUN' 'PART' 'VERB' 'PRON' 'NOUN' 'X' 'X']"
509,"['Hamare' 'jawano' 'ki' 'family' 'ko' 'sahanabhuti' 'di' 'Par' 'action'
 'lene' 'ko' 'kisi' 'ne' 'nai' 'kaha' 'wah']","['hi' 'hi' 'hi' 'en' 'hi' 'hi' 'hi' 'hi' 'en' 'hi' 'hi' 'hi' 'hi' 'hi'
 'hi' 'hi']","['PRON' 'NOUN' 'ADP' 'NOUN' 'ADP' 'NOUN' 'VERB' 'CONJ' 'NOUN' 'VERB' 'ADP'
 'PRON' 'ADP' 'PART_NEG' 'VERB' 'PART']"
