idx,words,lid
4950,"['@Mrophiophagus' 'bro' 'le' '#Nepalgunj' 'ko' 'RABDI' 'chutayo' '..'
 'tait' 'hahaha']","['other' 'lang1' 'lang2' 'ne' 'lang2' 'lang2' 'lang2' 'other' 'lang2'
 'lang1']"
4951,['#Nepalgunj' 'ko' 'haluwa' 'puri' 'yaad' 'aayo' '..' 'hahaha'],['ne' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'other' 'lang1']
4952,"['@aabhandari' 'testo' 'kaam' 'nagaram' 'sir' '..' 'garna' 'hunna' '..'
 'hahaha']","['other' 'lang2' 'lang2' 'lang2' 'lang1' 'other' 'lang2' 'lang2' 'other'
 'other']"
4953,"['@aabhandari' 'hunna' 'hunna' '..' 'testo' 'kaam' 'garna' 'hunna' '..'
 'yesto' 'karya' 'garnu' 'bhayo' 'bhane' 'bhawisya' 'ma' 'garho' 'parla']","['other' 'lang2' 'lang2' 'other' 'lang2' 'lang2' 'lang2' 'lang2' 'other'
 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2']"
4954,['Eco-friendly' 'bombs' 're' '..' 'hahahaha'],['lang1' 'lang1' 'lang2' 'other' 'lang1']
4955,"['@hackslash13' 'aahhhh' ""i'm"" 'on' 'it' '...' 'thank' 'u' ':)']",['other' 'lang1' 'lang1' 'lang1' 'lang1' 'other' 'lang1' 'lang1' 'other']
4956,"['#ff' 'to' 'this' '->' '@triptoes' 'kyuki' 'ye' 'harek' 'taale' 'ki'
 'chaabi' 'hai' 'aur' 'bahut' 'cute' 'hai' ':)' 'Do' 'I' 'need' 'to' 'say'
 'more' '?' ':P']","['lang1' 'lang1' 'lang1' 'other' 'other' 'other' 'lang2' 'lang2' 'other'
 'lang2' 'lang2' 'lang2' 'other' 'other' 'lang1' 'lang2' 'other' 'lang1'
 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'other' 'other']"
4957,"['Aaja' 'chai' 'Tibetan' 'momo' ',' 'Ekanta' 'kuna' 'dherai' 'pachi'
 '#nepalsfavfastfood' '#reallylatelunch']","['lang2' 'lang2' 'ne' 'lang1' 'other' 'lang2' 'lang2' 'lang2' 'lang2' 'ne'
 'lang1']"
4958,['@asishsyangden' 'aaunu' 'parycha' 'ki' 'kya' 'ho' 'dai' ':D'],['other' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'other']
4959,"['@asishsyangden' 'huss' 'dai' '..' 'ma' 'ta' 'yetai' 'hunchu' '..'
 'najikai' 'ho']","['other' 'lang2' 'lang2' 'other' 'lang2' 'lang2' 'lang2' 'lang2' 'other'
 'lang2' 'lang2']"
4960,"['@RajanRajanluv' 'aba' 'tyesko' 'laagi' 'chai' 'aayera' 'chaakhnu'
 'parcha' 'yei' 'ekanta' 'kuna' 'ma']","['other' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2'
 'lang2' 'lang2' 'lang2']"
4961,"['@pan_kaji' 'Alka' 'hospital' 'ko' 'cheu' 'ko' 'lane' 'bata' 'sidhai'
 'heryo' 'bhane' 'ull' 'see' 'tashi' 'delek' 'rest' '...' 'tyei' 'ho' '..'
 'happy' 'eating']","['other' 'ne' 'lang1' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2'
 'lang2' 'lang2' 'lang1' 'lang1' 'ne' 'ne' 'lang1' 'other' 'lang2' 'lang2'
 'other' 'lang1' 'lang1']"
4962,['aafno' 'birthday' 'ma' 'treat' 'paune' 'bhaye' 'maile' ':D' 'hahaha'],['lang2' 'lang1' 'lang2' 'lang1' 'lang2' 'lang2' 'lang2' 'other' 'lang1']
4963,"['@Shrad_dha' 'not' 'drop' 'in' '...' 'its' 'Tashi' 'delek' '..' 'so'
 'ure' 'a' 'regular' 'of' 'drop' 'in' '??']","['other' 'lang1' 'lang1' 'lang1' 'other' 'lang1' 'ne' 'ne' 'other' 'lang1'
 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'other']"
4964,"['@azmeep' '@_swapneal' 'in' 'soup' 'hoina' '...' 'with' 'soup' 'chai'
 'ho']","['other' 'other' 'lang1' 'lang1' 'lang2' 'other' 'lang1' 'lang1' 'lang2'
 'lang2']"
4965,"['@priteejoshi' '@SauRjk' '@_swapneal' 'oh' 'ho' 'jhanai' 'daami' 'combo'
 '...' 'achar' 'and' 'u' '=d' 'ouble' 'hotness' ':p' '...' 'tara' 'kina'
 'achar' 'matra']","['other' 'other' 'other' 'lang2' 'lang2' 'lang2' 'lang2' 'lang1' 'other'
 'lang2' 'lang1' 'lang1' 'other' 'lang1' 'lang1' 'other' 'other' 'lang2'
 'lang2' 'lang2' 'lang2']"
4966,"['@asishsyangden' 'veg' 'momo' 'ni' 'huncha' 'r' 'dai' '..' 'its'
 'steamed' 'samosa' 'without' 'aalu' 'hahaha' '@priteejoshi' '@SauRjk']","['other' 'lang1' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'other' 'lang1'
 'lang1' 'lang2' 'lang1' 'lang2' 'lang1' 'other' 'other']"
4967,['@gynish' 'steel' 'ta' 'wild' 'recha' 'yaar' '..:' '/'],['other' 'lang1' 'lang2' 'lang1' 'lang2' 'lang2' 'other' 'other']
4968,"['@awesomemahi13' 'Lucky' 'Ali' 'is' 'making' 'that' 'promise' '...' 'not'
 'me' ':P']","['other' 'lang1' 'ne' 'lang1' 'lang1' 'lang1' 'lang1' 'other' 'lang1'
 'lang1' 'other']"
4969,"['@khadka_prakriti' 'Tesovaye' 'ta' 'pakka' 'khane' 'ho' ':D' 'baru'
 'dine' 'chai' 'ho' 'ki' 'hoina' '?' ':P']","['other' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'other' 'lang2' 'lang2'
 'lang2' 'lang2' 'lang2' 'lang2' 'other' 'other']"
4970,"['@zappylily' 'bihan' 'uthna' 'jasto' 'alchi' 'lagne' 'kura' 'duniya' 'ma'
 'kei' 'chhaina' 'malai' ':(']","['other' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2'
 'lang2' 'lang2' 'lang2' 'other']"
4971,"['aja' 'ta' 'dherai' 'khusi' 'ka' 'kura' 'haru' 'sunna' 'payeyo' '...'
 'this' 'calls' 'for' 'celebrations']","['lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2'
 'other' 'lang1' 'lang1' 'lang1' 'lang1']"
4972,['aja' 'ta' 'celebrate' 'garnu' 'parne' 'ho' '...'],['lang2' 'lang2' 'lang1' 'lang2' 'lang2' 'lang2' 'other']
4973,"['@aanahal' 'big' 'occasion' ':P' 'party' 'garnu' 'parne' 'occasion' 'ni'
 ':D' 'haha']","['other' 'lang1' 'lang1' 'other' 'lang1' 'lang2' 'lang2' 'lang1' 'lang2'
 'ambiguous' 'lang1']"
4974,['@Famous_4Nothing' 'Ramro' 'laayena' 'Breaking' 'bad' '?'],['other' 'lang2' 'lang2' 'lang1' 'lang1' 'other']
4975,"['@Famous_4Nothing' 'Hahaaa' '..' 'thik' 'ho' 'sidhincha' 'teti' 'bela'
 'samma' 'ta' '.']","['other' 'lang1' 'other' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2'
 'lang2' 'other']"
4976,"['Waiting' 'for' 'the' 'batti' '...' 'half' 'an' 'hour' 'to' 'go' 'and'
 'counting' '...' 'twiddle' 'twiddle' 'twiddle' '..' 'humm' 'humm' 'humm'
 '...' 'la' 'la' 'la' 'la']","['lang1' 'lang1' 'lang1' 'lang2' 'other' 'lang1' 'lang1' 'lang1' 'lang1'
 'lang1' 'lang1' 'lang1' 'other' 'lang1' 'lang1' 'lang1' 'other' 'other'
 'lang1' 'other' 'other' 'lang2' 'lang2' 'lang2' 'lang2']"
4977,"['@Ch8un' 'y' 'does' 'it' 'have' 'to' 'b' 'on' 'a' 'friday' 'nite' 'nai'
 ';)']","['other' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1'
 'lang1' 'lang1' 'lang2' 'other']"
4978,"['Saturday' 'paani' 'parchha' 'bhanera' 'forecast' 'gareka' 'mahan'
 'bidwaan' 'haru' 'kata' 'muntchhan' '!!!']","['lang1' 'lang2' 'lang2' 'lang2' 'lang1' 'lang2' 'lang2' 'lang2' 'lang2'
 'lang2' 'lang2' 'other']"
4979,"['Happy' 'Prithivi' 'Narayan' 'Shah' 'day' '.' '#Poush27'
 '#WeAreWeBecauseOfHim']",['lang1' 'ne' 'ne' 'ne' 'lang1' 'other' 'lang2' 'lang1']
4980,['yesto' 'chiso' 'cha' '..' 'niskina' 'maan' 'nai' 'chaina'],['lang2' 'lang2' 'lang2' 'other' 'lang2' 'lang2' 'lang2' 'lang2']
4981,"['@aanahal' 'dhaniya' 'ko' 'paat' 'hajur' 'lai' '..' 'paani' 'naparye'
 'ni' '..' 'chiso' 'chahe' 'atti' 'nai' 'cha' '..' 'aachuchuchuchu']","['other' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'other' 'lang2' 'lang2'
 'lang2' 'other' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'other' 'lang2']"
4982,['@aanahal' 'tuwakka' '..' '2' 'ghaas' 'bhaat' 'badi' ':D'],['other' 'lang2' 'other' 'other' 'lang2' 'lang2' 'lang2' 'other']
4983,"['Out' 'with' 'my' 'boys' 'with' 'our' 'Remote' 'control' 'cars' ','
 'aeroplanes' 'and' 'helis' '@malpokhari' '...' 'ahh' 'bliss']","['lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1'
 'other' 'lang1' 'lang1' 'lang1' 'other' 'other' 'lang1' 'lang1']"
4984,"['@aanahal' 'hajurko' 'pitaji' 'where' 'done' 'ni' '..' 'bhokera' 'aayo'
 'bhanera' 'callnus' 'na' ':P']","['other' 'lang2' 'lang2' 'lang1' 'lang1' 'lang2' 'other' 'lang2' 'lang2'
 'lang2' 'lang2' 'lang2' 'other']"
4985,"['@PoojaMcFlyLFC' 'that' ""'s"" 'alok' '?' 'Sahi' '..' 'Hahaha' '..:' 'P'
 '@RedDevilAlok']","['other' 'lang1' 'lang1' 'ne' 'other' 'lang2' 'other' 'lang1' 'other'
 'other' 'other']"
4986,['@pleomax16' 'dhanyabad' 'sirji' '..' 'ab' 'dekhe' 'kya' 'hota' 'hai'],['other' 'lang2' 'ne' 'other' 'other' 'lang2' 'lang2' 'lang2' 'lang2']
4987,"['@kryshuriti' 'hahaaa' '....' 'exactly' '!!!' 'Kasto' 'thyakka' 'milne'
 'photo' 'raichha' '...' 'ahile' 'bharkhar' 'khicheko' 'ta' 'hoina' 'ni'
 '??' ':P']","['other' 'lang1' 'other' 'lang1' 'other' 'lang2' 'lang2' 'lang2' 'lang1'
 'lang2' 'other' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'other'
 'other']"
4988,"['@awesomemahi13' 'Lucky' 'Girl' ':)' '...' 'ok' 'will' 'check' 'it'
 'soon' 'then' '....' 'ghumyo' 'firyo' '..' 'masti' 'raichha' 'ta' 'life'
 '...' ':)']","['other' 'lang1' 'lang1' 'other' 'other' 'lang1' 'lang1' 'lang1' 'lang1'
 'lang1' 'lang1' 'other' 'lang2' 'lang2' 'other' 'lang2' 'lang2' 'lang2'
 'lang1' 'other' 'other']"
4989,['Ucharum' 'mucharum' 'kasko' 'k' 'nicharum' '#impatient'],['other' 'lang2' 'lang2' 'lang2' 'lang2' 'lang1']
4990,"['@kryshuriti' '@sristee44' 'I' 'can' 'only' 'see' 'some' 'boxes' 'with'
 'some' 'letters' 'like' 'O1F' 'like' 'that' ',' 'what' 'is' 'it' '?' 'I'
 'even' 'googled' 'but' 'showed' 'no' 'results' ':D']","['other' 'other' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1'
 'lang1' 'lang1' 'lang1' 'ne' 'lang1' 'lang1' 'other' 'lang1' 'lang1'
 'lang1' 'other' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1'
 'other']"
4991,"['@awesomemahi13' 'oh' 'ho' '...' 'khatraa' 'chha' 'ta' ';)' 'I' 'mean'
 'the' 'beach' 'ni' '...' ':D']","['other' 'lang1' 'lang2' 'other' 'lang2' 'lang2' 'lang2' 'other' 'lang1'
 'lang1' 'lang1' 'lang1' 'lang2' 'other' 'other']"
4992,"['@luna_tic03' 'no' '...' 'licks' 'are' 'like' 'little' 'pieces' 'that'
 'beautify' 'the' 'music' '....' 'such' 'music' 'does' 'give' 'utter'
 'pleasure' '.' ':)' 'Not' 'so' 'much' 'cheesy' ';)']","['other' 'lang1' 'other' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1'
 'lang1' 'lang1' 'lang1' 'other' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1'
 'lang1' 'other' 'other' 'lang1' 'lang1' 'lang1' 'lang1' 'other']"
4993,['aile' 'samma' 'ta' 'babbaal' 'cha' '#DedhIshqiya' '#Interval'],['lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'ne' 'lang1']
4994,['@ashishlfc' 'steel' 'Ko' 'exam' 'Ko' 'bela' 'vutra' 'maja' '.'],['other' 'lang1' 'lang2' 'lang1' 'lang2' 'lang2' 'lang2' 'lang2' 'other']
4995,"['@ashishlfc' 'camp' 'ma' 'khako' 'thie' '.' 'Timle' 'po' 'lyako' 'ho'
 '??' 'College' 'ma' 'ni' 'lyau' 'na' '.' 'Biscuit' 'mai' 'bachya' 'chu'
 'aile' 'ta' '.' 'Haha']","['other' 'lang1' 'lang2' 'lang2' 'lang2' 'other' 'lang2' 'lang2' 'lang2'
 'lang2' 'other' 'lang1' 'lang2' 'lang2' 'lang2' 'lang2' 'other' 'lang1'
 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'other' 'lang1']"
4996,['@ashishlfc' 'gynish' 'lai' 'girlfriend' 'le' 'deko' 'hola' '..:' 'P'],['other' 'ne' 'lang2' 'lang1' 'lang2' 'lang2' 'lang2' 'other' 'lang1']
4997,['@ashishlfc' 'mani' 'kinnu' 'paryo' 'cartoon' 'nai' 'vanera' 'k' '.'],['other' 'lang2' 'lang2' 'lang2' 'lang1' 'lang2' 'lang2' 'lang2' 'other']
4998,['@zappylily' '@ayacs_asis' 'who' 'are' 'u' 'talking' 'abt' '?'],['other' 'other' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'other']
4999,"['NEA' 'le' 'hami' 'group' '4' 'ko' 'lai' 'sarai' 'maya' 'gareko' 'jasto'
 'cha' 'aaja' 'pani' '20' 'min' 'chaadai' 'batti' 'diyo' '.:' ')']","['ne' 'lang2' 'lang2' 'lang1' 'other' 'lang2' 'lang2' 'lang2' 'lang2'
 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'other' 'lang1' 'lang2' 'lang2'
 'lang2' 'other' 'other']"
5000,"['@kryshuriti' 'tesobhaye' 'kina' 'tension' 'leko' 'ta' '...' '?' 'toit'
 ':P']","['other' 'lang2' 'lang2' 'lang1' 'lang2' 'lang2' 'other' 'other' 'lang2'
 'other']"
5001,"['Yestai' 'taal' 'le' 'ta' 'Man' 'Utd' 'lai' 'ta' 'hamro' 'Nepali' 'clubs'
 'le' 'pani' 'goal' 'handincha' '...' 'about' 'a' 'dozen']","['lang2' 'lang2' 'lang2' 'lang2' 'ne' 'ne' 'lang2' 'lang2' 'lang2' 'lang1'
 'lang1' 'lang2' 'lang2' 'lang1' 'lang2' 'other' 'lang1' 'lang1' 'lang1']"
5002,"['I' 'just' 'dont' 'get' 'the' 'tv' 'prgm' ""'"" 'latin' 'angels' ""'"" 'on'
 'fox' 'traveller' ',' 'its' 'babes' 'in' 'bikinis' 'just' 'flaunting'
 'all' 'they' 'got' '..' 'fashion' 'prgm' 'ho' 'ki' 'travel']","['lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'other' 'ne' 'ne'
 'other' 'lang1' 'ne' 'ne' 'other' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1'
 'lang1' 'lang1' 'lang1' 'lang1' 'other' 'lang1' 'lang1' 'lang2' 'lang2'
 'lang1']"
5003,"['@Mrbigyan64' '@freakamu' 'Oh' '...' 'Made' 'for' 'each' 'other' 'jodi'
 '...' 'nice' '..' ':)']","['other' 'other' 'lang1' 'other' 'lang1' 'lang1' 'lang1' 'lang1' 'lang2'
 'other' 'lang1' 'other' 'other']"
5004,"['Keta' 'haru' 'ko' 'chaakh' 'ma' 'khursani' 'haldyo' 'jasto' 'xha'
 'coach' 'le' '...' 'toofan' 'kheldaicha' '.' '2nd' 'half' 'ta' '#MUFC']","['lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2'
 'lang1' 'lang2' 'other' 'lang2' 'lang2' 'other' 'other' 'lang1' 'lang2'
 'ne']"
5005,"['#YoKejriwalSoHonest' 'that' 'he' 'attends' 'all' 'the' 'Kanyadaans'
 'performed' 'by' 'Babuji' 'Alok' 'Nath' '.']","['ambiguous' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang2' 'lang1'
 'lang1' 'lang2' 'ne' 'ne' 'other']"
5006,"['@triptoes' 'waiting' 'for' 'download' 'complete' 'of' 'Sherlock' 'new'
 'episode' '....' 'then' 'I' 'will' 'watch' 'that' 'and' 'sleep' ':D' 'U'
 'go' 'to' 'sleep' '...' 'Love' '!' ':P']","['other' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'ne' 'lang1' 'lang1'
 'other' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'other'
 'lang1' 'lang1' 'lang1' 'lang1' 'other' 'lang1' 'other' 'other']"
5007,"['@khadka_prakriti' 'haha' '...' 'you' 'must' 'know' 'about' 'Arvind'
 'Kejriwal' '?' 'This' 'trend' 'is' 'about' 'him' '.']","['other' 'lang1' 'other' 'lang1' 'lang1' 'lang1' 'lang1' 'ne' 'ne' 'other'
 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'other']"
5008,"['#YoKejriwalSoHonest' 'he' 'believes' 'putting' 'on' 'Axe' 'Deos'
 'attracts' 'girls' 'towards' 'you' '.']","['lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1'
 'lang1' 'lang1' 'other']"
5009,"['#YoKejriwalSoHonest' 'that' 'he' 'puts' '""' 'namak' '""' 'in' 'his'
 'normal' 'toothpaste' ':D']","['mixed' 'lang1' 'lang1' 'lang1' 'other' 'other' 'other' 'lang1' 'lang1'
 'lang1' 'lang1' 'other']"
5010,"['@piggyadkh' 'physics' '5' 'din' 'padhera' 'kaachai' 'khaye' 'sakyau'
 'hola' '..' 'aafu' 'le' 'ta' 'ek' 'din' 'ni' 'padhya' 'thiyena' ':P'
 'hahaha']","['other' 'lang1' 'other' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2'
 'other' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2'
 'other' 'lang1']"
5011,"['@piggyadkh' 'physics' 'le' 'lastai' 'dukha' 'dincha' 'hai' '..'
 'kataunu' 'yespali']","['other' 'lang1' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'other' 'lang2'
 'lang2']"
5012,"['@piggyadkh' 'haha' '..' 'checker' 'lai' 'ta' 'badhya' 'banaunu' 'parcha'
 'ni' '..' 'numerical' 'ma' 'equal' 'focus' 'garda' 'better' 'hola' 'ki'
 '..']","['other' 'lang1' 'other' 'lang1' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2'
 'lang2' 'other' 'lang1' 'lang2' 'lang1' 'lang1' 'lang2' 'lang1' 'lang2'
 'lang2' 'other']"
5013,"['@gaumire' 'library' 're' '..' 'aile' 'samma' 'gako' 'chaina' '..' 'sir'
 'jasto' 'kaha' 'ho' 'r']","['other' 'lang1' 'lang2' 'other' 'lang2' 'lang2' 'lang2' 'lang2' 'other'
 'lang1' 'lang2' 'lang2' 'lang2' 'lang2']"
5014,"['@ayacs_asis' '@mpudasainee' 'haha' '!' 'Uthne' 'bittikai' 'twitter'
 'kholya' 'ta' 'yo' 'thyakka' 'dekhirako' '!' ':D' ':D' ':D']","['other' 'other' 'lang1' 'other' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2'
 'lang2' 'lang2' 'lang2' 'other' 'other' 'other' 'other']"
5015,"['I' 'love' 'Lucy' 'Spraggan' 'songs' '...' 'her' 'accent' 'has' 'got'
 'something' 'to' 'do' 'with' 'this' 'love' '.' ':)']","['lang1' 'lang1' 'ne' 'ne' 'lang1' 'other' 'lang1' 'lang1' 'lang1' 'lang1'
 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'other' 'other']"
5016,"['@khadka_prakriti' 'cell' 'phone' 'nai' 'nabhako' 'manchhe' 'le' 'kina'
 'chalauna' 'paryo' '?' ':P' 'or' 'already' 'got' 'a' 'new' 'phone' '??'
 ':D']","['other' 'lang1' 'lang1' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2'
 'lang2' 'other' 'other' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1'
 'other' 'other']"
5017,"['@khadka_prakriti' 'just' 'like' 'you' 'post' 'tweets' '...' 'you' 'post'
 'pics' '...' 'no' 'character' 'limit' '...' 'but' 'there' 'are' 'filters'
 'that' 'make' 'your' 'pics' 'look' 'cool']","['other' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'other' 'lang1' 'lang1'
 'lang1' 'other' 'lang1' 'lang1' 'lang1' 'other' 'lang1' 'lang1' 'lang1'
 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1']"
5018,['@zappylily' 'mero' 'chai' 'ek' 'saya' 'unansaya' ':D'],['other' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'other']
5019,['syanko' 'katti' 'rolls' '..' 'pet' 'full'],['lang2' 'lang2' 'lang1' 'other' 'lang1' 'lang1']
5020,['gaye' 'ramaila' 'mooj' 'garne' 'din' 'haru' '..' 'hahaha'],['lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'other' 'lang1']
5021,"['ppl' 'say' 'its' 'unhygienic' 'bt' 'wtf' 'khaaide' ',' 'cant' 'resist'
 'the' 'thela' 'ko' 'pani' 'puri' 'served' 'by' 'bhaiyya' 'ko' 'kaalo'
 'haat' '-' 'daami' 'combo' '...' 'I' 'LOVE' 'PANI' 'PURI' '!!!']","['lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang2' 'other' 'lang1'
 'lang1' 'lang1' 'lang2' 'lang2' 'lang2' 'lang2' 'lang1' 'lang1' 'lang2'
 'lang2' 'lang2' 'lang2' 'other' 'lang2' 'lang1' 'other' 'lang1' 'lang1'
 'lang2' 'lang2' 'other']"
5022,['@zappylily' 'hehe' '..' 'thik' 'cha' 'teso' 'bhaye'],['other' 'lang1' 'other' 'lang2' 'lang2' 'lang2' 'lang2']
5023,['@ashishlfc' 'kasko' 'billa' '?' 'Haha'],['other' 'lang2' 'lang2' 'other' 'lang1']
5024,"['@RedDevilAlok' 'bihana' '10' 'baje' 'samma' 'kina' 'batti' 'lagataar'
 'dinu' '..' 'tyo' 'time' 'ma' 'adjust' 'gare' 'hune' '@ayacs_asis']","['other' 'lang2' 'other' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2'
 'other' 'lang2' 'lang1' 'lang2' 'lang1' 'lang2' 'lang2' 'other']"
5025,"['@ayacs_asis' 'teita' '..' 'jhyaau' 'lagdo' 'sunday' 'aba' '12' 'baje'
 'samma' 'batti' 'kurnu' '..' 'dhatt' 'loadshedding' 'le' 'ta'
 'maarisakyo' '..']","['other' 'lang2' 'other' 'lang2' 'lang2' 'lang1' 'lang2' 'other' 'lang2'
 'lang2' 'lang2' 'lang2' 'other' 'lang2' 'lang1' 'lang2' 'lang2' 'lang2'
 'other']"
5026,['@apsster' 'okie' '..' 'wont' 'aba' ':/'],['other' 'lang1' 'other' 'lang1' 'lang2' 'other']
5027,"['@Biggie_uppe' 'ae' 'ae' 'school' 'farkine' '?' 'Tes' 'pachi' 'ta' 'daro'
 'padhai' 'suru' 'hola' 'ni' '..' 'well' 'do' 'best' '.' 'Feeling' 'so'
 'happy' 'to' 'talk' 'to' 'you' ';)']","['other' 'lang2' 'lang2' 'lang1' 'lang2' 'other' 'lang2' 'lang2' 'lang2'
 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'other' 'lang1' 'lang1' 'lang1'
 'other' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'other']"
5028,['aba' 'sanibar' 'kaile' 'aaucha' '..' 'sanibar' '..' 'bida' 'sakyo'],['lang2' 'lang2' 'lang2' 'lang2' 'other' 'lang2' 'other' 'lang2' 'lang2']
5029,"['FUCK' 'YOU' '@CapsCop' 'I' 'WILL' 'CAPS' 'LOCK' 'EVERYTHING' 'AND'
 'ANYTHING' 'I' 'WANT' 'TO' '....' 'la' 'ja' 'ta' ':P']","['lang1' 'lang1' 'other' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1'
 'lang1' 'lang1' 'lang1' 'lang1' 'other' 'lang2' 'lang2' 'lang2' 'other']"
5030,['@gynishcfc' 'wild' 'tanab' 'cha' 'yaar' '.' 'Hari' 'bijog' 'cha' '.'],"['other' 'lang1' 'lang2' 'lang2' 'lang2' 'other' 'ne' 'lang2' 'lang2'
 'other']"
5031,"['@gynishcfc' 'pathhu' 'mula' 'hawa' 'hawa' 'guff' 'laudo' 'recha'
 'sablai' '.' 'Haha']","['other' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2'
 'other' 'lang1']"
5032,['@Pra_Wait4It_Tik' 'mero' 'giddi' 'dukhiracha' 'yaar'],['other' 'lang2' 'lang2' 'lang2' 'lang2']
5033,"['@Pra_Wait4It_Tik' 'Hya' 'mula' 'camp' 'saki' 'sakyo' 'ni' '.' 'Exam'
 'cha' 'exam' '.' 'Tanab' 'purna' 'isthiti' 'cha' '.' 'Coma' 'ma' 'Jane'
 'bela' 'vai' 'sakyo' '.' 'Haha']","['other' 'lang2' 'lang2' 'lang1' 'lang2' 'lang2' 'lang2' 'other' 'lang1'
 'lang2' 'lang1' 'other' 'lang2' 'lang2' 'lang2' 'lang2' 'other' 'lang1'
 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'other' 'lang1']"
5034,"['@piggyadkh' '@Pra_Wait4It_Tik' 'sab' 'Ko' 'dimaag' 'dukhne' 'bela'
 'raicha' 'yo' '.' 'Haha']","['other' 'other' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2'
 'other' 'lang1']"
5035,"['Skrtel' ""can't"" 'get' 'enough' 'of' 'shirt' 'pulling' '.' 'I' 'wonder'
 'what' 'does' 'he' 'do' 'to' 'his' 'wife' '.' 'Every' 'night' 'one'
 'dress' 'torn' 'into' 'pieces' '??']","['ne' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'other' 'lang1'
 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'other'
 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'other']"
