idx,words,lid,ner
734,"['RT' '@MildlyClassic' ':' 'Stuart' 'Binny' 'kaun' 'hai' '?' 'Arre' 'wo'
 'Stuart' 'Binny' 'ki' 'wife' 'ka' 'husband' '.' 'http://t.co/CRrv736Tfr']","['en' 'en' 'rest' 'en' 'en' 'hi' 'hi' 'rest' 'hi' 'hi' 'en' 'en' 'hi' 'en'
 'hi' 'hi' 'rest' 'en']","['O' 'O' 'O' 'B-PERSON' 'I-PERSON' 'O' 'O' 'O' 'O' 'O' 'B-PERSON'
 'I-PERSON' 'O' 'O' 'O' 'O' 'O' 'O']"
735,"['Kon' 'kehta' 'hai' '#mumbai' 'nahi' 'rukta' '...' 'aaj' 'sadko' 'pe'
 'Mila' 'kar' 'dekho' '#mumbai' 'tha' 'sa' 'gya' 'hai']","['hi' 'hi' 'hi' 'rest' 'hi' 'hi' 'rest' 'hi' 'hi' 'hi' 'hi' 'hi' 'hi'
 'rest' 'hi' 'hi' 'hi' 'hi']",['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O']
736,"['yuhi' 'kat' 'jaayega' 'safar' 'sath' 'tweetne' 'se' ',' 'ki' 'manzil'
 'aayegi' 'nazar' 'sath' 'tweetne' 'se' '.' 'Hum' 'raahi' 'Twitter' 'ke'
 '@vichupedia' '@shikhakotak']","['hi' 'hi' 'hi' 'hi' 'hi' 'hi' 'hi' 'rest' 'hi' 'hi' 'hi' 'hi' 'hi' 'hi'
 'hi' 'rest' 'hi' 'hi' 'en' 'hi' 'rest' 'rest']","['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'B-ORGANISATION' 'O' 'O' 'O']"
737,"['@GujaratLions' '@iRobinArora' 'Kya' 'bolte' 'ho' ',' 'Ban' 'jaega'
 'itna' 'score' ',' 'Lions' '?' '#IPL2016' '#GameMaariChhe' '#VIVOIPL']","['rest' 'rest' 'hi' 'hi' 'hi' 'rest' 'hi' 'hi' 'hi' 'en' 'rest' 'rest'
 'rest' 'rest' 'hi' 'rest']",['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O']
738,['.' '@vindugoel' 'Burnol' 'bhejo' 'inko' 'koi' '...'],['rest' 'en' 'en' 'hi' 'hi' 'hi' 'rest'],['O' 'O' 'O' 'O' 'O' 'O' 'O']
739,"['@SrBachchan' '@msdhoni' '@aadiacharya' 'siddhu' 'ki' 'bakwas' 'sunn' 'k'
 'headache' 'ho' 'gaya' '.' 'Majburi' 'me' 'hindi' 'commentary' 'sun'
 'rahe' 'hai' '.' 'Siddhuji' 'pls' 'chup']","['hi' 'hi' 'hi' 'rest' 'hi' 'hi' 'hi' 'hi' 'hi' 'hi' 'hi' 'rest' 'hi' 'hi'
 'en' 'en' 'hi' 'hi' 'hi' 'rest' 'rest' 'en' 'hi']","['O' 'O' 'O' 'B-PERSON' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'O' 'O' 'O' 'O' 'B-PERSON' 'O' 'O']"
740,"['RT' '@NDTVProfit' ':' 'RBI' 'Governor' 'Raghuram' 'Rajan' 'warns'
 'against' ""'"" 'euphoria' ""'"" 'over' 'fastest-growing' 'tag'
 'https://t.co/2EDd4ftd5M']","['en' 'en' 'rest' 'en' 'en' 'rest' 'rest' 'en' 'en' 'rest' 'rest' 'rest'
 'en' 'en' 'en' 'en']","['O' 'O' 'O' 'B-ORGANISATION' 'O' 'B-PERSON' 'I-PERSON' 'O' 'O' 'O' 'O'
 'O' 'O' 'O' 'O' 'O']"
741,"['RT' '@sonusachdeva07' ':' '@Gurmeetramrahim' '#PiousBhandara' 'Apki'
 'bhot' 'yaad' 'aa' 'rhi' 'h' '....' 'Pitaji' 'Kaash' 'aaj' 'ki' 'sham'
 'mein' 'bhi' 'wha' 'hota' '!' 'Teravaas']","['en' 'rest' 'rest' 'en' 'rest' 'hi' 'hi' 'hi' 'hi' 'hi' 'hi' 'rest' 'hi'
 'hi' 'hi' 'hi' 'hi' 'hi' 'hi' 'hi' 'hi' 'rest' 'rest']","['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'O' 'O' 'O' 'O' 'O']"
742,"['Censor' 'Board' 'Revamp' ':' 'Shyam' 'Benegal' 'Panel' 'Report' 'Is'
 'Nehru' 'Liberal' ',' 'Not' 'Liberal' 'Enough' '!'
 'https://t.co/R7Rl6r7a0R']","['en' 'en' 'en' 'rest' 'en' 'en' 'en' 'en' 'en' 'en' 'en' 'rest' 'en' 'en'
 'en' 'rest' 'en']","['O' 'O' 'O' 'O' 'B-PERSON' 'I-PERSON' 'O' 'O' 'O' 'B-PERSON' 'O' 'O' 'O'
 'O' 'O' 'O' 'O']"
743,"['RT' '@Retributions' ':' 'So' 'Amma' 'runs' 'everything' 'from'
 'kitchens' 'to' 'controlling' 'cinema' 'tickets' '...' '&' 'increasingly'
 'copied' 'by' 'rich' 'states' 'like' 'Delhi' '&' 'K']","['en' 'en' 'rest' 'en' 'en' 'en' 'en' 'en' 'en' 'en' 'en' 'en' 'en' 'rest'
 'rest' 'en' 'en' 'en' 'en' 'en' 'en' 'rest' 'rest' 'hi']","['O' 'O' 'O' 'O' 'B-PERSON' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'O' 'O' 'O' 'O' 'O' 'B-PLACE' 'O' 'O']"
744,"['Har' 'Har' 'Mahadev' '..' 'Mahashivratri' 'ki' 'subhkamanaye' '..' 'to'
 'all']",['hi' 'hi' 'rest' 'rest' 'rest' 'hi' 'hi' 'rest' 'en' 'en'],['O' 'O' 'B-PERSON' 'O' 'O' 'O' 'O' 'O' 'O' 'O']
745,"['@Actor_Krishna' 'congratulations' 'on' '#Grahanam' 'to' 'be' 'launched'
 'tomorrow' '!' 'ATB' '@BigPrintKarthik' 'and' 'Shobaban' 'Babu' '.'
 '#PVPPictures' '.']","['rest' 'en' 'en' 'rest' 'en' 'en' 'en' 'en' 'rest' 'rest' 'en' 'en'
 'rest' 'rest' 'rest' 'en' 'rest']","['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'B-PERSON' 'O' 'O' 'O'
 'O']"
746,"['Duniya' 'bhar' 'KE' '#motivationalquote' 's' 'meri' 'hi' 'timeline' 'pe'
 'kyu' 'post' 'hote' 'hai' '?' '#idontwantit']","['hi' 'hi' 'hi' 'en' 'en' 'hi' 'hi' 'en' 'hi' 'hi' 'en' 'hi' 'hi' 'rest'
 'en']",['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O']
747,"['RT' '@AB_Ali714' ':' 'Some' 'twisted' 'souls' 'from' 'Lahore' 'and'
 'Islamabad' 'bashing' 'KPK' 'govt' 'for' 'not' 'giving' 'protection' 'to'
 'Chinese' 'on' 'CPEC' 'route' '!']","['en' 'rest' 'rest' 'en' 'en' 'en' 'en' 'en' 'en' 'rest' 'en' 'en' 'en'
 'en' 'en' 'en' 'en' 'en' 'en' 'en' 'en' 'en' 'rest']","['O' 'O' 'O' 'O' 'O' 'O' 'O' 'B-PLACE' 'O' 'B-PLACE' 'O' 'O' 'O' 'O' 'O'
 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O']"
748,['@sagarcasm' 'bhai' 'why' 'dont' 'you' 'eat' 'Tanmay' 'bhatt' ':)'],['hi' 'hi' 'en' 'en' 'en' 'en' 'en' 'hi' 'rest'],['O' 'O' 'O' 'O' 'O' 'O' 'B-PERSON' 'I-PERSON' 'O']
749,"['Rahul' 'Gandhi' '@coolfunnytshirt' 'pehen' 'k' 'kisi' 'Laughter' 'club'
 'me' 'Jokes' 'sunane' 'gaye' 'hai' '.' 'Log' 'unhe' 'dekh' 'ke' 'hi'
 'has' 'dete' 'hai' '.' '#WhereIsRahul']","['en' 'rest' 'en' 'hi' 'hi' 'hi' 'hi' 'en' 'hi' 'en' 'hi' 'hi' 'hi' 'rest'
 'hi' 'hi' 'hi' 'hi' 'hi' 'hi' 'hi' 'hi' 'rest' 'rest']","['B-PERSON' 'I-PERSON' 'O' 'O' 'O' 'O' 'B-ORGANISATION' 'I-ORGANISATION'
 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O']"
750,"['RT' '@rajivmishra' ':' '#RailBudget2015' '@narendramodi' '@RailMinIndia'
 'kaamchori' '/mismanagement/nonsensical' 'rules' '/' 'babugiri' 'all'
 'this' 'sums' 'up' 'as' 'IND']","['en' 'rest' 'rest' 'rest' 'rest' 'rest' 'hi' 'en' 'en' 'rest' 'rest' 'en'
 'en' 'en' 'en' 'en' 'rest']",['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'B-PLACE']
751,"['RT' 'AAP_Najafgarh' '""' 'RT' 'ITNlive' ':' 'No' 'more' 'industrial' ','
 'domestic' 'sewage' 'in' 'Yamuna' ':' '#Kejriwal' '-'
 'https://t.co/7Dx7jXe0hM' 'https://t.co/vvfWudzZPY' '""']","['en' 'hi' 'rest' 'en' 'en' 'rest' 'en' 'en' 'rest' 'rest' 'en' 'en' 'en'
 'hi' 'rest' 'rest' 'rest' 'en' 'en' 'rest']","['O' 'B-ORGANISATION' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'B-PLACE' 'O' 'O' 'O' 'O' 'O' 'O']"
752,"['Suresh' 'Prabhu' 'infected' 'with' '#Jumla' 'virus' '..' 'Iska' '""'
 'Kuch' 'karna' 'hoga' '""' '..' '#RailBudget2015' '15' 'minutes' 'no'
 'itemized' 'announcement']","['en' 'hi' 'en' 'en' 'rest' 'rest' 'rest' 'hi' 'rest' 'hi' 'hi' 'hi'
 'rest' 'rest' 'en' 'en' 'en' 'en' 'en' 'en']","['B-PERSON' 'I-PERSON' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'O' 'O' 'O' 'O' 'O']"
753,"['RT' '@jainansh0201' ':' '@IPL' 'Join' 'my' 'league' 'in' 'IPL' 'Fantasy'
 'Championship' '2016' 'League' 'Name-' 'Virat' 'Fans' 'League' 'Code-'
 '2924-545']","['en' 'rest' 'rest' 'en' 'en' 'en' 'en' 'en' 'en' 'en' 'en' 'rest' 'en'
 'rest' 'rest' 'en' 'en' 'rest' 'rest']","['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'B-ORGANISATION' 'I-ORGANISATION'
 'I-ORGANISATION' 'O' 'O' 'O' 'B-PERSON' 'O' 'O' 'O' 'O']"
754,"['RT' '@foninjaTW' ':' 'Rainy' 'day' 'it' 'is' ',' ""couldn't"" 'get'
 'better' 'with' 'masala' 'chai' 'and' 'garam' 'pakoraas' '#food'
 '#foodie' '#mumbairains']","['en' 'rest' 'rest' 'en' 'en' 'en' 'en' 'rest' 'en' 'en' 'en' 'en' 'hi'
 'hi' 'en' 'en' 'rest' 'rest' 'rest' 'rest']","['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'O' 'O']"
755,"['#RailBudget2015' '#PrabhukiRail' 'Suna' 'hai' 'passenger' 'fares'
 'increase' 'nahi' 'kiya' '?!' 'Waah' '!' 'Fares' 'ki' 'decrease' 'ki'
 'baat' 'ho' 'rhi' 'thi' 'aur' 'yeh' 'dekho' '!']","['rest' 'rest' 'hi' 'hi' 'en' 'en' 'en' 'hi' 'hi' 'rest' 'hi' 'rest' 'en'
 'hi' 'en' 'hi' 'hi' 'hi' 'hi' 'hi' 'hi' 'hi' 'hi' 'rest']","['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'O' 'O' 'O' 'O' 'O' 'O']"
756,"['RT' '@TonyKakkar' ':' 'Ye' 'Bhai' 'kohli' 'hai' 'ya' 'superman' '..'
 'yayyyyyyyy' '...' '#IndvsAus']",['en' 'hi' 'rest' 'hi' 'hi' 'hi' 'hi' 'hi' 'en' 'rest' 'en' 'rest' 'rest'],['O' 'O' 'O' 'O' 'O' 'B-PERSON' 'O' 'O' 'O' 'O' 'O' 'O' 'O']
757,"['RT' '@TamalDas8' ':' 'PIB_India' '#UHF' 'RT' 'RailMinIndia' ':' 'MR'
 'sureshpprabhu' 'commends' '#RailBudget2015' 'to' 'the' 'August' 'house'
 '.']","['en' 'rest' 'rest' 'rest' 'rest' 'en' 'rest' 'rest' 'en' 'en' 'en' 'en'
 'en' 'en' 'en' 'en' 'rest']","['O' 'O' 'O' 'B-ORGANISATION' 'O' 'O' 'B-ORGANISATION' 'O' 'O' 'B-PERSON'
 'O' 'O' 'O' 'O' 'O' 'O' 'O']"
758,"['RT' '@Priyanshi__' ':' 'Dekho' '@mohituraina' 'kal' 'Mahashivratri'
 'hai' 'Pata' 'hai' 'aap' 'busy' 'rahoge' 'but' 'ek' 'tweet' 'kar' 'Dena'
 '..' 'ok' '?']","['en' 'rest' 'rest' 'hi' 'rest' 'hi' 'rest' 'hi' 'hi' 'hi' 'hi' 'hi' 'hi'
 'en' 'hi' 'en' 'hi' 'hi' 'rest' 'en' 'rest']","['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'O' 'O' 'O']"
759,"['Cheeku' 'Virat' 'Kohli' ':' 'TweetsNow' 'India' ':' 'Cheeku' 'Virat'
 'Kohli' ':' 'TweetsNow' 'India' ':' 'Cheeku' 'Virat'
 'https://t.co/wK3v0DIErd' '#TweetsNow' ',' '#SportsTweets']","['rest' 'rest' 'rest' 'rest' 'en' 'rest' 'rest' 'rest' 'rest' 'rest'
 'rest' 'en' 'rest' 'rest' 'rest' 'rest' 'en' 'en' 'rest' 'en']","['O' 'B-PERSON' 'I-PERSON' 'O' 'O' 'B-PLACE' 'O' 'O' 'B-PERSON' 'I-PERSON'
 'O' 'O' 'B-PLACE' 'O' 'O' 'B-PERSON' 'O' 'O' 'O' 'O']"
760,"['Darbari' 'Pervez' 'Rasheed' 'tried' 'his' 'level' 'best' 'to' 'defend'
 'Sharief' 'family' 'but' 'now' 'nation' ""don't"" 'even' 'listen' 'your'
 '""' 'Noora' 'Lollypops' '""' '#' '_' '_']","['hi' 'en' 'en' 'en' 'en' 'en' 'en' 'en' 'en' 'en' 'en' 'en' 'en' 'en'
 'en' 'en' 'en' 'en' 'rest' 'rest' 'en' 'rest' 'rest' 'rest' 'rest']","['B-PERSON' 'I-PERSON' 'I-PERSON' 'O' 'O' 'O' 'O' 'O' 'O' 'B-PERSON' 'O'
 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O']"
761,"['@_SunOye_' 'ma' 'bhejo' 'ga' 'esi' 'piyari' 'andorid' 'ke' 'mobile'
 'choti' 'se' 'k' 'tumara' 'Nokia' '3310' 'us' 'ke' 'pechay' 'lattoo' 'ho'
 'jaye' 'gaa']","['rest' 'hi' 'hi' 'hi' 'hi' 'hi' 'en' 'hi' 'en' 'hi' 'hi' 'hi' 'hi' 'rest'
 'rest' 'hi' 'hi' 'hi' 'hi' 'hi' 'hi' 'hi']","['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'B-ORGANISATION' 'O'
 'O' 'O' 'O' 'O' 'O' 'O' 'O']"
762,"['Sardaar' 'Gabbar' 'Singh' '||' 'Power' 'Star' 'Pawan' 'Kalyan' '||'
 'Sankranthi' 'Special' 'Te' '...' 'https://t.co/T2zPT1qlic' 'via'
 '@YouTube']","['hi' 'hi' 'rest' 'rest' 'en' 'en' 'hi' 'hi' 'rest' 'rest' 'en' 'hi'
 'rest' 'en' 'en' 'en']","['B-PERSON' 'I-PERSON' 'I-PERSON' 'O' 'O' 'O' 'B-PERSON' 'I-PERSON' 'O'
 'O' 'O' 'O' 'O' 'O' 'O' 'O']"
763,"['RT' '@Faller18' ':' '@timesofindia' 'Ppl' 'know' 'succesful' 'bidder'
 'of' 'Kingfisher' 'brand' 'should' 'also' 'carry' 'the' 'bad' 'image'
 'created' 'around' 'Mallaya' 'by' 'media&v']","['en' 'en' 'rest' 'en' 'en' 'en' 'en' 'en' 'en' 'en' 'en' 'en' 'en' 'en'
 'en' 'en' 'en' 'en' 'en' 'en' 'en' 'rest']","['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'B-ORGANISATION' 'O' 'O' 'O' 'O' 'O'
 'O' 'O' 'O' 'O' 'B-PERSON' 'O' 'O']"
764,"['#Jangal_Jangal' 'Bat' 'Chali' 'Hai' ',' '#Hoi_Hai' 'Karke' 'Bat' 'Feli'
 'hai' ',' '#Mogali' 'Nahi' 'Yaha' 'hai' 'Bhooto' 'Ka'
 'https://t.co/gYr5IED7x0']","['rest' 'hi' 'hi' 'hi' 'rest' 'hi' 'hi' 'hi' 'en' 'hi' 'rest' 'rest' 'hi'
 'hi' 'hi' 'hi' 'hi' 'en']",['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O']
765,['@Meenay_' 'tm' 'bhi' 'dekhti' 'ho' 'yeh' '?'],['hi' 'hi' 'hi' 'hi' 'hi' 'hi' 'rest'],['O' 'O' 'O' 'O' 'O' 'O' 'O']
766,"[""'"" 'Jai' 'Gangaajal' ""'"" 'Official' 'Trailer' '-' 'Priyanka' 'Chopra'
 '-' 'Prakash' 'Jha' 'https://t.co/xpaQGmQEo9']","['rest' 'hi' 'hi' 'rest' 'en' 'en' 'rest' 'rest' 'rest' 'rest' 'hi' 'hi'
 'en']","['O' 'O' 'O' 'O' 'O' 'O' 'O' 'B-PERSON' 'I-PERSON' 'O' 'B-PERSON'
 'I-PERSON' 'O']"
767,"['RT' '@nitinmahalwal' ':' 'plz' 'aag' 'lagane' 'walo' 'se' 'bacho' 'aur'
 'afwaho' 'pe' 'dhyan' 'na' 'de' 'sab' 'planning' 'thi' 'aag' 'lagane'
 'ki' '#JatReservation' 'https://t.co/G75UF']","['en' 'en' 'rest' 'en' 'hi' 'hi' 'hi' 'hi' 'hi' 'hi' 'hi' 'hi' 'hi' 'hi'
 'hi' 'hi' 'rest' 'hi' 'hi' 'hi' 'hi' 'en' 'en']","['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'O' 'O' 'O' 'O' 'O']"
768,"['RT' '@TajendraRajora' ':' '@satenderhooda1' 'Very' 'Good' 'Morning'
 'Happy' 'Mahashivratri' '....' '.' '.' 'Har' 'Har' 'Mahadev' '.' '.' '.'
 '.' '.' '.' 'Jai' 'Mata' 'Di' '..........' 'Bhai' 'jee']","['en' 'rest' 'rest' 'hi' 'en' 'en' 'en' 'en' 'rest' 'rest' 'rest' 'rest'
 'hi' 'hi' 'rest' 'rest' 'rest' 'rest' 'rest' 'rest' 'rest' 'hi' 'hi' 'hi'
 'rest' 'hi' 'hi']","['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'B-PERSON' 'O'
 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O']"
769,"['Indian' 'bodybuider' 'Suhas' 'Khamkar' 'meets' 'Govind' 'Shankar'
 'Mandir' 'mitra' 'mandala' 'on' 'occasion' 'of' 'Mahashivratri' '....'
 'http://t.co/ldJPvaIX4M']","['rest' 'en' 'rest' 'hi' 'en' 'en' 'hi' 'hi' 'hi' 'rest' 'en' 'en' 'en'
 'rest' 'rest' 'rest']","['O' 'O' 'B-PERSON' 'I-PERSON' 'O' 'B-PLACE' 'I-PLACE' 'I-PLACE' 'O' 'O'
 'O' 'O' 'O' 'O' 'O' 'O']"
770,"['RT' 'indiaforums' ':' '#MahaShivratri' 'Celebration' 'In' 'Hum' 'Hai'
 'Naa' 'HumHainNaa_Sony' 'SonyTV' '_kanwardhillon'
 'http://t.co/DYA66CbxtK']",['en' 'rest' 'rest' 'rest' 'en' 'en' 'hi' 'hi' 'hi' 'hi' 'en' 'en' 'en'],['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O']
771,"['RT' '@justicearnab' ':' 'Modi' 'ji' 'not' 'talking' 'about' 'sonia' 'in'
 'Augusta' 'case' '.' 'Sonia' 'ji' 'not' 'talking' 'about' ""modi's"" 'fake'
 'degree' 'issue' '.' 'Both' 'are' 'happy' '.']","['en' 'en' 'rest' 'rest' 'hi' 'en' 'en' 'en' 'en' 'en' 'en' 'en' 'rest'
 'rest' 'hi' 'en' 'en' 'en' 'en' 'en' 'en' 'en' 'rest' 'en' 'en' 'en'
 'rest']","['O' 'O' 'O' 'B-PERSON' 'O' 'O' 'O' 'O' 'B-PERSON' 'O' 'B-PERSON' 'O' 'O'
 'B-PERSON' 'O' 'O' 'O' 'O' 'B-PERSON' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O']"
772,"['RT' '@Being_Humor' ':' 'While' 'we' 'were' 'watching' '#IndVsBan'
 'Kangna' 'Ranaut' 'dropped' '1437' 'more' 'mails' 'to' 'Hrithik' '.']","['en' 'en' 'rest' 'en' 'en' 'en' 'en' 'rest' 'hi' 'en' 'en' 'en' 'en' 'en'
 'en' 'en' 'rest']","['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'B-PERSON' 'I-PERSON' 'O' 'O' 'O' 'O' 'O'
 'B-PERSON' 'O']"
773,"['Canada' 'PM' 'explained' 'quantum' 'computing' 'to' 'audience' '.' 'So'
 'what' '.' 'Rahul' 'Gandhi' 'can' 'also' 'explain' 'escape' 'velocity'
 '.']","['rest' 'rest' 'en' 'en' 'en' 'en' 'en' 'rest' 'en' 'en' 'rest' 'en'
 'rest' 'en' 'en' 'en' 'en' 'en' 'rest']","['B-PLACE' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'B-PERSON' 'I-PERSON'
 'O' 'O' 'O' 'O' 'O' 'O']"
774,"['67%' 'more' 'funds' 'allotted' 'for' 'passenger' 'amenities'
 '#RailBudget2015' 'sureshpprabhu' '#UHF']",['rest' 'en' 'en' 'en' 'en' 'en' 'en' 'en' 'rest' 'rest'],['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'B-PERSON' 'O']
775,"['World' 'ke' 'sabhi' 'Hindus' 'ko' 'and' 'Future' 'Hindus' 'ko'
 '#MahaShivratri' 'Mubarak' 'ho' '.']",['en' 'hi' 'hi' 'rest' 'hi' 'en' 'en' 'rest' 'hi' 'rest' 'hi' 'hi' 'rest'],['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O']
776,"['""' '@Vivek_Stalin' ':' '#SuperBudget' 'T6' 'Boost' 'global' 'heritage'
 'sites' 'in' 'Goa' ',' 'Guj' ',' 'Kar' ',' 'Mumbai' ',' 'J&K' '.' '""']","['rest' 'en' 'rest' 'en' 'rest' 'en' 'en' 'en' 'en' 'en' 'en' 'rest'
 'rest' 'rest' 'hi' 'rest' 'rest' 'rest' 'rest' 'rest' 'rest']","['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'B-PLACE' 'O' 'B-PLACE' 'O'
 'B-PLACE' 'O' 'B-PLACE' 'O' 'B-PLACE' 'O' 'O']"
777,"['1980s' '::' 'Mahakaleshwar' 'Temple' ',' 'Ujjain' ',' 'one' 'of' '12'
 'Jyotirlingas' 'of' 'Lord' 'Shiva' '.' '#Mahashivratri'
 'http://t.co/PLKC54WmX3' 'via' '@IndiaHistorypic']","['rest' 'rest' 'hi' 'en' 'rest' 'rest' 'rest' 'en' 'en' 'en' 'en' 'en'
 'en' 'rest' 'rest' 'rest' 'en' 'en' 'rest']","['O' 'O' 'B-PLACE' 'I-PLACE' 'O' 'B-PLACE' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'B-PERSON' 'O' 'O' 'O' 'O' 'O']"
778,"['#' '_' '_' '_' '_' 'colours' 'ka' 'matlb' 'crayons' 'tha' '...' 'ab'
 'toh' 'channel' 'hogya' 'h']","['rest' 'rest' 'rest' 'rest' 'rest' 'en' 'hi' 'en' 'en' 'hi' 'rest' 'hi'
 'hi' 'en' 'hi' 'hi']",['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O']
779,"['@Typodhish' 'mix' 'brid' 'hai' '....' 'Zebra' 'aur' 'dusra' 'koi'
 'Animal' 'ka' 'mix' 'hai' '....']","['en' 'en' 'en' 'hi' 'rest' 'rest' 'hi' 'hi' 'hi' 'en' 'hi' 'hi' 'hi'
 'rest']",['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O']
780,"['Kis' 'chup' ',' 'Kis' 'Tamana' ',' 'Kis' 'Darja' 'Saadgi' 'se' ',' 'Hum'
 'aap' 'ki' 'Shikayat' 'karte' 'hein' 'Aap' 'he' 'se' '..' '#NFAK'
 'ALUAS2Ni']","['hi' 'hi' 'rest' 'hi' 'rest' 'rest' 'hi' 'hi' 'hi' 'hi' 'rest' 'hi' 'hi'
 'hi' 'hi' 'hi' 'hi' 'hi' 'hi' 'hi' 'rest' 'rest' 'rest']","['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'O' 'O' 'O' 'O' 'O']"
781,"['Nice' 'work' 'brother' ',' 'Hum' 'sab' 'me' 'Gabbar' 'hai' '!!' ';)'
 'https://t.co/k2uvDXr0JJ']",['en' 'en' 'en' 'rest' 'hi' 'hi' 'hi' 'hi' 'hi' 'rest' 'rest' 'rest'],['O' 'O' 'O' 'O' 'O' 'O' 'O' 'B-PERSON' 'O' 'O' 'O' 'O']
782,"['Sunil' 'Gavaskar' 'to' 'head' 'BCCI' '!?!' 'Does' 'that' 'mean' 'the'
 'return' 'of' 'the' 'Sachin' 'Tendulkar' 'too' '!!' '#wt20']","['en' 'en' 'en' 'en' 'rest' 'rest' 'en' 'en' 'en' 'en' 'en' 'en' 'en' 'en'
 'hi' 'hi' 'rest' 'rest']","['B-PERSON' 'I-PERSON' 'O' 'O' 'B-ORGANISATION' 'O' 'O' 'O' 'O' 'O' 'O'
 'O' 'O' 'B-PERSON' 'I-PERSON' 'O' 'O' 'O']"
