idx,words,ner
3989,"['قالت' 'الأفعى' ':' 'رغم' 'أن' 'البشر' 'يلعنونني' '/' 'أظل' 'أفضل' 'من'
 'بعضهم' '/' 'وعندما' 'ألدَغ' 'أحداً' '/' 'فإنني' '/' 'على' 'الأقَلّ' '/'
 'لا' 'أدَّعي' 'صداقتَهْ' '_' 'من' '""منطق' 'الكائنات' '""']","['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O']"
3990,"['#شفيق:' 'الفريق' 'شفيق' 'في' 'ضيافة' 'كبار' 'عائلات' 'أبو' 'المطامير'
 'بالبحيرة']",['O' 'O' 'B-PER' 'O' 'O' 'O' 'O' 'B-LOC' 'I-LOC' 'I-LOC']
3991,"['تصحيح:' 'الي' 'الأغلبية' 'الصامتة' 'صمتكم' 'يقتلنا' 'و' 'سلبيتكم'
 'تفريط' 'في' 'مستقبلنا' '..' 'انضموا' 'الي' 'المصريين' 'الاحرار' 'نحتاج'
 'دعمكم']","['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'B-ORG' 'I-ORG'
 'O' 'O']"
3992,"['خبر' 'المصري' 'اليوم' 'ليس' 'صحيحا' '؛' 'لسبب' 'بسيط' 'هو' 'تراجع'
 'الهيئة' 'العليا' 'والد' 'عماد' 'عبد' 'الغفور' 'عن' 'كل' 'قراراتهما'
 'السابقة']","['O' 'B-TITLE' 'I-TITLE' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'B-PER'
 'I-PER' 'I-PER' 'O' 'O' 'O' 'O']"
3993,"['د.شريف' 'عبد' 'العظيم' 'صاحب' 'جمعية' 'رسالة' 'يتعرض' 'لحملات' 'قذرة'
 'لتشويهه' '.' 'في' '٢٠١١' 'رسالة' 'أقامت' 'حفل' 'لأهالي' 'الشهداء'
 'بحضور' 'البرادعي']","['B-PER' 'I-PER' 'I-PER' 'O' 'B-ORG' 'I-ORG' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'B-ORG' 'O' 'O' 'O' 'O' 'O' 'B-PER']"
3994,"['ثورتنا' 'ومسيراتنا' 'واعتصامنا' 'سلمي' '.' 'أي' 'اعتداء' 'علي'
 'المتظاهرين' 'أمام' 'قصر' 'الاتحادية' 'والتحرير' 'والمحافظات' 'يتحمل'
 'مسئوليته' 'مرسي' 'مباشرة']","['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'B-LOC' 'I-LOC' 'I-LOC' 'O' 'O'
 'O' 'B-PER' 'O']"
3995,"['الثورة' 'قام' 'بها' 'ربع' 'الشعب' 'الاكثر' 'نبلا' 'وتعاطف' 'معها' 'ربع'
 'الشعب' 'الاكثر' 'إحساسا' 'بينما' 'وقف' 'نصف' 'الشعب' 'يتفرج' '.نصفنا'
 'يريد' 'المستقبل' 'ونصفنا' 'متمسك' 'بالماضى']","['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'O' 'O' 'O' 'O' 'O' 'O']"
3996,"['يا' 'جماعة' 'بلاش' 'لخبطة' '،' 'السيسي' 'وزير' 'الدفاع' 'هو' 'اللي'
 'كان' 'مخابرات' 'عسكرية' '،' 'صادق' 'رئيس' 'الاركان' 'اساسا' 'مشاة']","['O' 'O' 'O' 'O' 'O' 'B-PER' 'I-PER' 'I-PER' 'O' 'O' 'O' 'O' 'O' 'O'
 'B-PER' 'I-PER' 'I-PER' 'O' 'O']"
3997,"['الأهم' 'من' 'التعليق' 'على' 'أسماء' 'التعديل' 'الوزاري' 'هو' 'رسم'
 'خريطة' 'زمنية' 'محددة' 'المعالم' 'و' 'الأهداف' 'للإنجاز' 'السريع' 'يمكن'
 'محاسبة' 'الوزراء' 'بناء' 'عليها']","['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'O' 'O' 'O' 'O']"
3998,"['البنات' 'في' 'قسم' 'تاني' 'القاهرة' 'الجديدة' '.' 'الولاد' '10' 'في'
 'قسم' 'بدر' 'و' '1' 'راجل' 'كبير' 'في' 'قسم' 'مصر' 'الجديدة' 'و' '5' 'في'
 'قسم' 'تالت' 'القاهرة' 'الجديدة' '.' 'اعاشة' 'وصلت' 'للكل1']","['O' 'O' 'O' 'O' 'B-LOC' 'I-LOC' 'O' 'O' 'O' 'O' 'O' 'B-LOC' 'O' 'O' 'O'
 'O' 'O' 'B-LOC' 'I-LOC' 'I-LOC' 'O' 'O' 'O' 'O' 'O' 'B-LOC' 'I-LOC' 'O'
 'O' 'O' 'O']"
3999,"['المجلس' 'العسكري' 'المفروض' 'يعتذر' 'عن' 'كل' 'ما' 'حدث' 'في' 'التحرير'
 'ويحاسب' 'المخطئين' 'ويتم' 'تغيير' 'سياسته' 'الإعلامية' '..' 'المؤتمر'
 'الإعلامي' 'نفس' 'خطاب' 'مبارك']","['B-GROUP' 'I-GROUP' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'B-LOC' 'O' 'O' 'O' 'O'
 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'B-PER']"
4000,['قالوا' 'على' 'باسم' 'يوسف'],['O' 'O' 'B-PER' 'I-PER']
4001,"['@samaa_333' 'نعمل' 'لجنة' 'تذوق' 'تحكم' 'فى' 'كل' 'ادعاءات' 'الطبيخ'
 'عند' 'الجميع' 'بنات' 'وولاد']",['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O']
4002,"['ثورة' 'يولبو' 'جزء' 'مهم' 'من' 'تاريخنا' 'الحديث' 'وقراءة' 'التاريخ'
 'بمنطق' '""ضد' '""' 'و""' 'مع' '""' 'أمر' 'خاطئ' '..' 'للثورة' 'انجازات'
 'كثيرة' 'واخفاقات' 'عديدة']","['B-EVENT' 'I-EVENT' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'O' 'O' 'O' 'B-EVENT' 'O' 'O' 'O' 'O']"
4003,"['أشارك' 'في' 'مسيرات' 'اليوم' 'رفضا' 'للدستور' 'المشوه' '،' 'ولأخونة'
 'الدولة' '،' 'وللانقضاض' 'على' 'سيادة' 'القانون' '،' 'ولتجاهل' 'الرئيس'
 'وحكومته' 'لمطالب' 'العدالة' 'الاجتماعية']","['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'B-PER' 'O' 'O' 'O' 'O']"
4004,"['تمكين' 'الشباب' 'في' 'الوزارة' 'الجديدة' 'والاستفادة' 'من' 'طاقاتهم'
 'يأتي' 'في' 'إطار' 'الحرص' 'على' 'تحقيق' 'التكامل' 'والتناغم' 'وتنويع'
 'الخبرات' '#الرئيس']","['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'O']"
4005,['@marobader' 'شكرا' 'يا' 'مروة'],['O' 'O' 'O' 'B-PER']
4006,"['بالمناسبة' 'ياريت' 'الإخوان' 'طالما' 'مهتمين' 'أوي' 'بآراء' 'ناعوم'
 'تشومسكي' 'يقروا' 'كتبه' 'لإنهم' 'على' 'رأي' 'أحمد' 'خيري' 'سيجدوا'
 'مايتناقض' 'مع' 'فكرهم' 'من' 'أساسه' '.' 'ربنا' 'يشفي']","['O' 'O' 'B-GROUP' 'O' 'O' 'O' 'O' 'B-PER' 'I-PER' 'O' 'O' 'O' 'O' 'O'
 'B-PER' 'I-PER' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'B-PER' 'O']"
4007,"['#شفيق' ':' 'وقد' 'اختار' 'الشعب' 'من' 'يري' 'انه' 'سيحقق' 'له' 'مايريد'
 '..' 'ولم' 'تزل' 'لكلمة' 'هذا' 'الشعب' 'العظيم' 'بقية' '،' 'سوف' 'نعرفها'
 'جميعا' 'في' 'نهايه' 'الجوله' 'الثانيه']","['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O']"
4008,"['#شفيق' 'لوكالة' 'أ.' 'ش' '.' 'أ' ':' 'أتيحت' 'لهم' 'الفرصة' 'من' 'خلال'
 'مجلس' 'الشعب' 'وتبين' 'أن' 'الاخوان' 'إنما' 'يريدون' 'الاستحواذ' 'علي'
 'كل' 'السلطات' 'والهيمنة' 'علي' 'كل' 'المؤسسات']","['O' 'O' 'B-ORG' 'I-ORG' 'O' 'B-ORG' 'O' 'O' 'O' 'O' 'O' 'O' 'B-ORG'
 'I-ORG' 'O' 'O' 'B-GROUP' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O']"
4009,"['#ضد_الشهود_الزور:' '١٤٠' 'المزعومة' 'او' 'ان' 'حماس' 'ورائها' 'لان'
 'احد' 'الفرسان' 'نصف' 'فلسطينى' 'نصف' 'مصرى' 'فلنرجع' 'لسجلات' 'الجوزات'
 'المصرية' 'لحسم' 'متى' 'خرج' 'الفارس' 'لغزة']","['O' 'O' 'O' 'O' 'O' 'B-ORG' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'B-ORG' 'I-ORG' 'O' 'O' 'O' 'O' 'B-LOC']"
4010,['الآن' 'أحل' 'ضيفا' 'على' 'قناة' 'النيل' 'للأخبار'],['O' 'O' 'O' 'O' 'B-TITLE' 'I-TITLE' 'I-TITLE']
4011,"['نادية' 'غير' 'مهتمة' 'بالطبطبة' 'و' 'لا' 'الحنية' '.' 'لعب' ',' 'فرك'
 ',' 'تنطيط' 'اكشن' 'اول' 'ذا' 'تايم' '.' 'دلوقتي' 'سبع' 'شهور' '.'
 'فليرحمنا' 'الرب' 'لما' 'تبتدي' 'تمشي']","['B-PER' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'O' 'O' 'O' 'O' 'O' 'O' 'B-PER' 'O' 'O' 'O']"
4012,"['الارهاب' 'لايميز' 'بين' 'مسلم' 'ومسيحى' '..' 'و' 'تعمد' 'الادعاء' 'بان'
 'خطر' 'الارهاب' 'يستهدف' 'المسيحين' 'وحدهم' 'فى' 'رفح' 'مردود' 'عليه'
 'بما' 'يتعرض' 'له' 'غيرهم']","['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'B-LOC'
 'O' 'O' 'O' 'O' 'O' 'O']"
4013,"['اذا' 'اكتشفت' 'الحكومة' 'البًريطانية' 'ان' 'حزب' 'العمال' 'يكدس'
 'الاسلحة' 'في' 'مقراته' 'وأعضاؤه' 'يسيرون' 'في' 'لندن' 'ببنادق' 'الية'
 'يقتلون' 'المارة' 'ويخربون' '.' 'ما' 'مصير' 'الحزب']","['O' 'O' 'B-GROUP' 'I-GROUP' 'O' 'B-ORG' 'I-ORG' 'O' 'O' 'O' 'O' 'O' 'O'
 'O' 'B-LOC' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O']"
4014,"['في' 'سجون' 'السعودية' 'الف' 'معتقل' 'مصري' 'بدون' 'تهم' 'ونظام' 'الكفيل'
 'تعتبره' 'الامم' 'المتحدة' 'نوعا' 'من' 'العبودية' '.' 'اما' 'بعض' 'سفراء'
 'مصر' 'الفلول' 'فلا' 'اتوقع' 'منهم' 'خيرا']","['O' 'O' 'B-LOC' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'B-ORG' 'I-ORG' 'O' 'O'
 'O' 'O' 'O' 'O' 'O' 'B-LOC' 'O' 'O' 'O' 'O' 'O']"
4015,"['لو' 'كانت' 'الإستفتاءات' 'نفعت' 'حد' 'كانت' 'نفعت' 'مبارك' 'اللي' 'هرا'
 'البلد' 'إستفتاءات' '.' 'الواقع' 'المتأزم' 'لن' 'يحله' 'إلا' 'خيال'
 'سياسي' 'يعرف' 'إن' 'مصر' 'أكبر' 'من' 'الجماعة']","['O' 'O' 'O' 'O' 'O' 'O' 'O' 'B-PER' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'O' 'O' 'O' 'O' 'O' 'B-LOC' 'O' 'O' 'B-GROUP']"
4016,"['هل' 'توافق' 'على' 'ضرب' 'الزوج' 'لزوجته' 'بغرض' 'تأديبها' '.تخيل'
 'ابنتك' 'عندما' 'يضربها' 'زوجها' '.' 'ما' 'يكون' 'شعورك' '.' 'الضرب'
 'اكبر' 'إهانة' 'لكرامة' 'المرأة' '.لايمكن' 'تبريره']","['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'O' 'O' 'O' 'O' 'O' 'O' 'O']"
4017,"['قلت' 'أكثر' 'من' 'مرة' '،' 'مصر' 'تحتاج' 'لرئيس' 'من' 'خارج' 'دائرة'
 'الإسلام' 'السياسي' 'لتحقيق' 'التوازن' 'بين' 'السلطات' '،' 'ليس' 'معاداة'
 'للإسلاميين' 'بل' 'دفاعا' 'عن' 'أمل' 'الديمقراطية']","['O' 'O' 'O' 'O' 'O' 'B-LOC' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O']"
4018,"['نعتز' 'بثقافتنا' 'المصرية' 'فيكفينا' 'فخراً' 'تاريخ' 'مصر' 'العريق'
 'الذى' 'تمتد' 'جذوره' 'لآلاف' 'السنين' '#الرئيس'
 '#أمناء_مكتبة_الإسكندرية']",['O' 'O' 'O' 'O' 'O' 'O' 'B-LOC' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O']
4019,"['2.' 'اللاموقف' 'تجاه' 'إجرام' 'إسرائيل' 'في' 'القدس' 'والضفة' 'لإدارة'
 'الرئيس' 'مرسي' 'يستمر' ':' 'اختزال' 'القضية' 'الفلسطينية' 'في' 'غزة'
 'وغزة' 'في' 'هدنة' 'بين' 'اسرائيل' 'وحماس' '،' 'فقط']","['O' 'O' 'O' 'O' 'B-LOC' 'O' 'B-LOC' 'I-LOC' 'O' 'B-PER' 'I-PER' 'O' 'O'
 'O' 'B-TITLE' 'I-TITLE' 'O' 'B-LOC' 'I-LOC' 'O' 'O' 'O' 'B-LOC' 'B-GROUP'
 'O' 'O']"
4020,"['عموما' 'جماعة' 'محكومة' 'بهذا' 'البؤس' 'وبهذه' 'العقول' 'المتكلسة' 'لا'
 'تحتاج' 'إلى' 'أعداء' '.' 'هي' 'كفيلة' 'بنفسها' 'ودين' 'الله' 'وشرعه'
 'غنيان' 'عن' 'أن' 'ينصرهما' 'فشلة' 'عديمو' 'الخيال']","['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'B-PER' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O']"
4021,"['غدا' 'حلقة' 'جديدة' 'من' 'البرنامج' 'و' 'لكن' 'تم' 'تصويرها' 'من'
 'اسبوع' 'قبل' 'السفر' '.']",['O' 'O' 'O' 'O' 'B-TITLE' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O']
4022,"['المقصود' 'من' 'كلامي' 'هو' 'استكمال' 'منهجية' 'الإدارة' 'الناجحة' ':'
 'شفافية' 'في' 'معيار' 'الاختيار' '؛جدول' 'زمني' 'محدد' 'لإنجاز'
 'المشاريع' '؛' 'آلية' 'لتقييم' 'الأداء']","['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'O' 'O' 'O' 'O']"
4023,"['أكيد' 'مرسي' 'في' 'حواره' 'هيطلع' 'يقول' 'لأهل' 'بور' 'سعيد' 'هارفع'
 'لكو' 'سعر' 'الشهيد' 'لأعلى' 'سعر' 'بس' 'كفاية' 'فضايح' 'لحد' 'كده'
 'خليتو' 'شكلي' 'يكسف' 'قدام' 'العالم']","['O' 'B-PER' 'O' 'O' 'O' 'O' 'O' 'B-LOC' 'I-LOC' 'O' 'O' 'O' 'O' 'O' 'O'
 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O']"
4024,"['إذاغيب' 'الموت' '""نعناع' 'الجناين' '""' 'فإن' 'حكاء' 'مصرالأصيل' 'سيظل'
 'حاضرافى' 'الوجدان' 'المصرى' 'بأعماله' 'التى' 'جسدت' 'أحلام' 'المهمشين'
 '،' 'رحم' 'الله' '""' 'صياد' 'اللولى' '""' 'خيرى' 'شلبى']","['O' 'O' 'O' 'O' 'O' 'O' 'O' 'B-LOC' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'O' 'O' 'B-PER' 'O' 'O' 'O' 'O' 'B-PER' 'I-PER']"
4025,"['تخرجنا' 'من' 'رحم' 'التصورات' 'النمطية' 'الضيقة' 'لأزمات' 'السيولة'
 'والتمويل' '.' '11']",['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O']
4026,"['توجيهاتي' 'واضحة' 'لتطبيق' 'سياسات' 'وبرامج' 'لمنظومة' 'العدالة'
 'الاجتماعية' 'الحقيقية' 'لمكافحة' 'الغلاء' 'ولمكافحة' 'الفقر' 'ولمعالجة'
 'البطالة' '#الرئيس']",['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O']
4027,"['@XxXSkyGuardXxX' 'رفعت' 'ومفيش' 'بلاغ' 'بيتحرك' '..' 'السؤال' 'بقى'
 'فين' 'المخابرات' 'والنائب' 'العام' 'من' 'كلامه' '؟' 'وهل' 'هو' 'مقدم'
 'بلاغ' 'رسمي' '؟' 'ولا' 'هطل' 'وخلاص']","['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'B-ORG' 'B-PER' 'I-PER' 'O' 'O' 'O'
 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O']"
4028,"['شرعيتك' 'سقطت' 'من' 'ديسمبر' 'لما' 'أسلت' 'دماء' 'المصريين' 'عشان'
 'سلطة' 'فشلت' 'إنك' 'تكون' 'قدها' '.' 'لو' 'كانت' 'شرعية' 'الخوف'
 'والحرب' 'الأهلية' 'هتنفع' 'حد' 'كانت' 'نفعت' 'مبارك' '.' 'ارحل']","['O' 'O' 'O' 'B-TIME' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'B-PER' 'O' 'O']"
4029,"['د.عمرو' 'فى' 'المؤتمر' 'الصحفى' ':-' 'التطور' 'الاقتصادي' 'و' 'يمثل'
 'التخلص' 'التدريجي' 'من' 'البطالة' 'و' 'تقليل' 'نسبة' 'الفقر']",['B-PER' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O']
4030,"['إلى' 'أحمد' 'الشحات' 'البطل' 'الشعبى' 'الذى' 'أحرق' 'علم' 'الصهاينة'
 'بعد' 'أن' 'دنس' 'هواء' 'مصر' '30' 'عاما' ':' 'ارفع' 'علمك' 'فوق' 'أنت'
 'مصرى' '..' 'يا' 'أحمد' 'المصرى' '..' 'يا' 'أحمد' 'العربى']","['O' 'B-PER' 'I-PER' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'B-LOC' 'O'
 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'B-PER' 'I-PER' 'O' 'O' 'B-PER'
 'I-PER']"
4031,"['في' 'الموازنة' 'قادمة' '٢٠١٣' '-' '٢٠١٤' 'سنرفع' 'موازنة' 'التعليم'
 'بنسبة' 'معقولة' '-' '#الرئيس']",['O' 'O' 'O' 'B-TIME' 'O' 'B-TIME' 'O' 'O' 'O' 'O' 'O' 'O' 'O']
4032,"['التعليم:' 'إنشاء' 'مدارس' 'للتعليم' 'الصناعي' 'والتجاري' 'في' 'مدينة'
 'بدر' 'وإنشاء' 'ودعم' 'مدارس' 'ذوي' 'الاحتياجات' 'الخاصة' 'وتأهيل'
 'المشرفين' 'عليها']","['O' 'O' 'O' 'O' 'O' 'O' 'O' 'B-LOC' 'I-LOC' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'O' 'O']"
4033,"['#المحلة' '5' 'زملائهم' 'امام' 'النيابة' 'دى' 'اخر' 'الاخبار' 'المتاحة'
 'عند' 'مركز' 'هشام' 'مبارك' 'حتى' 'الان' 'وانا' 'فى' 'المركز' 'اللى'
 'حابب' 'يساعد' 'فى' 'متابعة' 'المحافظات' 'اهل' 'به']","['O' 'O' 'O' 'O' 'B-ORG' 'O' 'O' 'O' 'O' 'O' 'B-ORG' 'I-ORG' 'I-ORG' 'O'
 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O']"
4034,"['لا' 'أظن' 'أن' 'هناك' 'وسيلة' 'يمكن' 'أن' 'يُحكم' 'بها' 'الإخوان'
 'سيطرتهم' 'الكاملة' 'على' 'مصر' '،' 'سوى' 'وسيلة' 'واحدة' '،' 'شراء'
 'موقع' 'اليوتيوب' 'وإغلاقه' 'إلى' 'الأبد']","['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'B-GROUP' 'O' 'O' 'O' 'B-LOC' 'O' 'O'
 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O']"
4035,"['الديناصورات' 'الحكومية' ':' 'كبيرة' 'العمر' '،' 'قليلة' 'التفكير' '،'
 'كثيرة' 'الأخطاء' '،' 'بطيئة' 'الحركة' '،' 'فاقدة' 'للرؤية' '،' 'ضعيفة'
 'السمع' '،' 'شديدة' 'الضرر' 'لكل' 'من' 'حولها']","['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O']"
4036,"['اقتحام' 'وحرق' 'وتدمير' 'مقر' 'حزب' 'غد' 'الثورة' 'انتقام' 'من' 'مواقف'
 'ايمن' 'نور' 'الوطنية' 'وزملائه' 'الشرفاء' 'لا' 'اسكت' 'الله' 'للجبهة'
 'صوتا' '.']","['O' 'O' 'O' 'O' 'B-ORG' 'I-ORG' 'I-ORG' 'O' 'O' 'O' 'B-PER' 'I-PER' 'O'
 'O' 'O' 'O' 'O' 'B-PER' 'O' 'O' 'O']"
4037,"['ما' 'حدث' 'بالإسكندرية' 'صادم' '،' 'كان' 'ينبغي' 'على' 'الشيخ'
 'المحلاوي' 'الامتناع' 'عن' 'التوجيه' 'للتصويت' 'بنعم' '،' 'إلا' 'أن'
 'احتجازه' 'في' 'المسجد' 'مرفوض' 'شأنه' 'شأن' 'العنف' 'خارجه']","['O' 'O' 'B-LOC' 'O' 'O' 'O' 'O' 'O' 'O' 'B-PER' 'O' 'O' 'O' 'O' 'O' 'O'
 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O']"
4038,"['هل' 'ذهب' 'مبارك' 'وحده' 'ليحرر' 'الكويت' 'ام' 'ان' 'الجنود' 'المصريون'
 'هم' 'الذين' 'بذلوا' 'دماءهم' 'من' 'اجلها' '.هل' 'رأيتم' 'أهالي'
 'الشهداء' '.' 'أسئلة' 'لمحامي' 'مبارك' 'الكويتيين']","['O' 'O' 'B-PER' 'O' 'O' 'B-LOC' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'B-PER' 'O']"
4039,"['قناة' 'السويس' 'رمز' 'لتاريخ' 'مصر' 'والشعب' 'المصري' 'تجسد' 'رحلة'
 'العطاء' 'والجدية' 'والإرادة' 'الصلبة' '#الرئيس']","['B-LOC' 'I-LOC' 'O' 'O' 'B-LOC' 'B-GROUP' 'I-GROUP' 'O' 'O' 'O' 'O' 'O'
 'O' 'O']"
4040,"['أتضامن' 'مع' 'المستشارين' 'حسن' 'النجار' 'وعلاء' 'شوقى' 'وأشرف' 'ندا'
 '.' 'معا' 'من' 'أجل' 'استقلال' 'القضاء' 'ومحاكمة' 'المدنيين' 'أمام'
 'قاضيهم' 'الطبيعى' '.' 'لا' 'للمحاكمات' 'العسكرية' '.']","['O' 'O' 'O' 'B-PER' 'I-PER' 'I-PER' 'I-PER' 'I-PER' 'I-PER' 'O' 'O' 'O'
 'O' 'O' 'B-ORG' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O']"
4041,"['تحقيقا' 'لأحد' 'أهم' 'مطالب' 'الثورة' 'تقدمت' 'اليوم' 'إلى' 'مجلسِ'
 'الشوري' 'بأول' 'مشروع' 'لقانون' 'المنظمات' 'الأهلية' 'غير' 'الحكومية'
 'لتمكين' 'المجتمع' 'المدني' '#الرئيس']","['O' 'O' 'O' 'O' 'B-EVENT' 'O' 'O' 'O' 'B-ORG' 'I-ORG' 'O' 'O' 'B-PROD'
 'I-PROD' 'I-PROD' 'O' 'O' 'O' 'O' 'O' 'O']"
4042,"['@Monasosh' '@AmrShark' 'الصورة' 'حلوة' 'واول' 'مرة' 'اشوفها' 'على'
 'النت']",['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'B-PROD']
4043,"['يوما' 'ما' 'سيغيب' 'عن' 'وجه' 'مصر' 'الجهل' 'وتزييف' 'الوعي' 'ويختفي'
 'عنه' 'انتهاك' 'كرامة' 'النساء' 'والرجال' '،' 'يوما' 'ما' 'ستغيب' 'حياة'
 'الغاب' 'التي' 'تحولنا' 'لوحوش' 'بلا' 'قانون']","['O' 'O' 'O' 'O' 'O' 'B-LOC' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O']"
4044,"['في' 'الأسابيع' 'الماضية' 'تم' 'حذف' 'سطر' 'من' 'رسالة' 'زوجة' 'شهيد'
 'وسطرين' 'من' 'رسالة' 'لمواطن' 'سيناوي' 'بالإضافة' 'إلى' 'عدة' 'مرات'
 'تدخل' 'فيها' 'رئيس' 'التحرير' 'بالحذف' 'والتغيير']","['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'O' 'O' 'O' 'B-PER' 'I-PER' 'O' 'O']"
4045,"['@seifhamad' '@i_benmoheyii' '@amr_imam' '@alaa' 'لكن' 'محتاجين' 'كشافات'
 'وعرب' 'يأت' 'تنقل' 'مصابين' 'ودكاترة' 'تخصص' 'جراحة' 'وجراحة' 'مخ'
 'وأعصاب' 'وأوعية' 'دموية']","['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'O']"
